Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Fernando Martinez Bustos,"Martinez Bustos,Fernando",8,175.0,Centro De Investigacion Y De Estudios Avanzados Del I.P.N.,9,0,0,"Veracruz, MX",1996 - 2002,1996,2002,20.0,HOMBRE,LICENCIATURA COMO INGENIERO QUÍMICO,UNIVERSIDAD VERACRUZANA,1.0,3765483,1976.0,Maestría en Ciencia y Tecnología de Alimentos,"Universidade Estadual de Campinas (UNICAMP). Campinas, São Paulo, Brasil",,1982,Doctorado con Mención Honorífica en Ciencia y Tecnologia de Alimentos. ,"Universidade Estadual de Campinas (UNICAMP). Campinas, São Paulo, Brasil",,1990,1.0,,,Mexicana
Francois Xavier Dubost,"Xavier Dubost,Francois",8,96.0,SCHLUMBERGER TECHNOLOGY CORPORATION,33 ,1,3,"Ciudad del Carmen, MX",2011 - 2023,2011,2023,19.0,HOMBRE,Ingeniería Civil,Ecole Speciale des Travaux Publics,0.0,,1992.0,En Ciencias,University of Birmingham,,1992,En Ingeniería,Heriot-Watt University,,2003,1.0,Schlumberger,Director,Francés
Gerardo Sagaon,"Sagaon,Gerardo",8,43.0,Callaway Golf Company,3,0,3,"General Escobedo, MX",2020 - 2022,2020,2022,20.0,HOMBRE,LICENCIATURA EN INGENIERÍA QUÍMICA,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,1.0,3257597,2000.0,,,,,,,,,0.0,Callaway Golf,Manager,Mexicana
Gilberto P Paz,"P Paz,Gilberto",8,7.0,"Allergan, Inc.",2,0,0,"Baja California, MX",2012 - 2019,2012,2019,9.0,HOMBRE,LICENCIATURA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS,"UNIVERSIDAD MÉXICO AMERICANA DEL NORTE, A.C.",0.0,3849064,2003.0,,,,,,,,,0.0,,,Mexicana
Gustavo M Gaxiola,"M Gaxiola,Gustavo",8,7.0,"Allergan, Inc.",2,0,0,"Sinaloa, MX",2012 - 2019,2012,2019,16.0,HOMBRE,LICENCIATURA COMO INGENIERO AGRÓNOMO ESP. EN ADMINISTRACIÓN,INSTITUTO TECNOLÓGICO DE VALLE DEL YAQUI (I.T.A. N,1.0,2404944,1996.0,,,,,,,,,0.0,Coordinador de proyectos en acuicultura y pesca.,Coordinador de proyectos.,Mexicana
Hayato Arai,"Arai,Hayato",8,107.0,NIPPON STEEL CORPORATION,18 ,0,3,"El Control, MX",1994 - 2020,1994,2020,,HOMBRE,,,,,,,,,,,,,,,,,Japonés
Hector Sanchez,"Sanchez,Hector",8,7.0,"INTEVA PRODUCTS, LLC",16,0,1,"Chic, MX",2015 - 2023,2015,2023,,,,,,,,,,,,,,,,,,,
Ivan Aguilar,"Aguilar,Ivan",8,7.0,"Allergan, Inc.",2,0,0,"Sinaloa, MX",2012 - 2019,2012,2019,,,,,,,,,,,,,,,,,,,
Jesus Adan Cruz Vargas,"Cruz Vargas,Jesus Adan",8,8.0,Intel Corporation,22,0,0,"Zapopan, MX",2020 - 2023,2020,2023,16.0,HOMBRE,LICENCIATURA COMO MÉDICO CIRUJANO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,4171750,2004.0,Especialidad en Medicina Familiar,Universidad Nacional Autónoma de México,11613434,2019,,,,,1.0,Universidad de Granada,Investigador,Mexicana
Joaquin Beas Bujanos,"Beas Bujanos,Joaquin",8,0.0,ARRIS ENTERPRISES LLC,4 ,0,0,"Ejido Primero de Mayo, MX",2018 - 2023,2018,2023,17.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN ELECTRÓNICA Y COMUNICACIONES,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,1.0,3489797,2001.0,,,,,DOCTORADO EN TECNOLOGÍAS DE INFORMACIÓN Y COMUNICACIONES,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,9386139,2015,1.0,,,Mexicana
JOSE ADAN AVALOS SOLORZANO,"AVALOS SOLORZANO,JOSE ADAN",8,7.0,Intel Corporation,40,0,3,"Apodaca, MX",2017 - 2023,2017,2023,32.0,HOMBRE,LICENCIATURA COMO INGENIERO QUÍMICO INDUSTRIAL,UNIVERSIDAD AUTÓNOMA DE NAYARIT,1.0,1024985,1985.0,,,,,,,,,0.0,,,Mexicana
Jose Aldo Ramirez,"Aldo Ramirez,Jose",8,183.0,"VIROX TECHNOLOGIES, INC.",11,0,3,"Monterrey, MX",2018 - 2024,2018,2024,,,,,,,,,,,,,,,,,,,
Jose Javier Tovar Pescador,"Tovar Pescador,Jose Javier",8,5.0,Colgate-Palmolive Company,17,0,0,"Mexico City, MX",2017 - 2023,2017,2023,25.0,HOMBRE,LICENCIATURA EN INGENIERÍA BIOQUÍMICA INDUSTRIAL,UNIVERSIDAD AUTÓNOMA METROPOLITANA,1.0,1737943,1992.0,MBA,Tecnológico de Monterrey,,,,,,,1.0,Givaudan,Manager,Mexicana
Juan A Martinez,"A Martinez,Juan",8,130.0,Sony Group Corporation,12,0,1,"Acatlán de Osorio, MX",2003 - 2018,2003,2018,,,,,,,,,,,,,,,,,,,
Juan Miguel Gonzalez Covarrubias,"Gonzalez Covarrubias,Juan Miguel",8,66.0,"CORNING OPTICAL COMMUNICATIONS RF, LLC",9,0,2,"Reynosa, MX",2018 - 2023,2018,2023,7.0,HOMBRE,LICENCIATURA EN INGENIERÍA INDUSTRIAL,UNIVERSIDAD INTERACTIVA Y A DISTANCIA DEL EDO. DE,1.0,7125323,2011.0,,,,,,,,,0.0,MUSA,Disañador Mecánico,Mexicana
Julio Cesar Ayala Vera,"Ayala Vera,Julio Cesar",8,12.0,ARRIS ENTERPRISES LLC,9,0,0,"Apodaca, MX",2017 - 2024,2017,2024,16.0,HOMBRE,TEC. SUP. UNIVER. EN PROCESOS DE PRODUCCIÓN,UNIVERSIDAD TECNOLÓGICA DE QUERÉTARO,1.0,3281779,2001.0,,,,,,,,,0.0,,,Mexicana
Laura Vazquez Cervantes,"Vazquez Cervantes,Laura",8,55.0,"Excalibur Pharmaceuticals, Inc.",3,0,0,"Mexico City, MX",2013 - 2023,2013,2023,29.0,MUJER,LICENCIATURA EN QUÍMICA INDUSTRIAL,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,1.0,931649,1984.0,,,,,,,,,0.0,UAM,Profesora,Mexicana
Leonardo Alonso Huitron Rodriguez,"Huitron Rodriguez,Leonardo Alonso",8,1.0,"Ford Global Technologies, LLC",13,0,1,"Juarez, MX",2019 - 2023,2019,2023,7.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO,INSTITUTO POLITÉCNICO NACIONAL,1.0,7653488,2012.0,MAESTRÍA EN ADMINISTRACIÓN DE NEGOCIOS (MBA),UNIVERSIDAD TECNOLÓGICA DE MÉXICO,13654914,2023,,,,,1.0,FORD,Ingeniero,Mexicana
Luis Lopez Moreno,"Lopez Moreno,Luis",8,45.0,ARRIS ENTERPRISES LLC,14,0,0,"Apodaca, MX",2016 - 2023,2016,2023,,,,,,,,,,,,,,,,,,,
Marco Aurelio Flores Verdugo,"Aurelio Flores Verdugo,Marco",8,54.0,"Hylsa, S.A. DE C.V.",18,0,0,"Monterrey, MX",1981 - 2011,1981,2011,7.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO ELECTRICISTA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,298022,1974.0,En Aéreo,MIT,,1976,,,,,1.0,Tecmen,Consultante independiente,Mexicana
MARCOS JAVIER RIOS ACEBAL,"RIOS ACEBAL,MARCOS JAVIER",8,1.0,Whirlpool Corporation,9,0,3,"Monterrey, MX",2021 - 2024,2021,2024,10.0,MUJER,LICENCIATURA COMO INGENIERO MECÁNICO ADMINISTRADOR,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,7098104,2011.0,MAESTRÍA EN INGENIERÍA DEL PRODUCTO,UNIVERSIDAD DE MONTERREY,8557654,2014,,,,,1.0,Whirpool,Ingeniero,Mexicana
Maria Alejandra Noble Colin,"Noble Colin,Maria Alejandra",8,86.0,Sabritas S. de R.L. de C.V.,1,0,0,"San Miguel Ajusco, MX",2008 - 2011,2008,2011,16.0,MUJER,LICENCIATURA EN DISEÑO INDUSTRIAL,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,1694032,1992.0,,,,,,,,,0.0,Pepsico,Director,Mexicana
Maria de Lourdes Alejandra GUZMAN CASTILLO,"GUZMAN CASTILLO,Maria de Lourdes Alejandra",8,7.0,Instituto Mexicano del Petróleo,25,1,0,"Mexico City, MX",2014 - 2021,2014,2021,32.0,HOMBRE,LICENCIATURA EN QUÍMICA,BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA,1.0,775616,1982.0,,,,,,,,,0.0,,,Mexicana
Mario Herrera,"Herrera,Mario",8,,,,,,"Chihuahua, MX",2013 - 2023,2013,2023,,,,,,,,,,,,,,,,,,,
Mauricio Diaz,"Diaz,Mauricio",8,1134.0,"Manufacturing Resources International, Inc.",8,0,0,"San Nicolás de los Garza, MX",2006 - 2016,2006,2016,,,,,,,,,,,,,,,,,,,
Maximo Arturo Gayoso Sanchez,"Del Pozo Gonzalez,Luis Miguel",8,58.0,"Hewlett-Packard Development Company, L.P.",8,0,3,"Jalisco, MX",2002 - 2005,2002,2005,5.0,HOMBRE,LICENCIATURA EN INGENIERÍA ELECTROMECÁNICA,UNIVERSIDAD PANAMERICANA ,0.0,2536965,1997.0,,,,,,,,,0.0,,,Mexicana
Pedro Alfonso Luchsinger Duhalde,"Luchsinger Duhalde,Pedro Alfonso",8,136.0,"Swissmex-Rapid, S.A. de C.V.",1,0,1,"Lagos de Moreno, MX",1987 - 2019,1987,2019,,HOMBRE,,,,,,,,,,,,,,,,,Chileno
Pedro W Luchsinger,"W Luchsinger,Pedro",8,136.0,"Swissmex-Rapid, S.A. de C.V.",1,0,1,"Lagos de Moreno, MX",1987 - 2019,1987,2019,,,,,,,,,,,,,,,,,,,
Ricardo Benavides Perez,"Benavides Perez,Ricardo",8,7.0,"SERVICIOS ADMINISTRATIVOS PEÑOLES, S.A. DE C.V.",11,0,0,"Coahuila, MX",2014 - 2021,2014,2021,10.0,HOMBRE,LICENCIATURA COMO INGENIERO QUÍMICO,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,1.0,4161365,2004.0,,,,,,,,,0.0,,,Mexicana
Rodolfo Cisneros Devora,"Cisneros Devora,Rodolfo",8,10.0,Instituto Mexicano del Petróleo,20,0,0,"Mexico City, MX",2016 - 2021,2016,2021,10.0,HOMBRE,LICENCIATURA COMO FÍSICO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,4919354,2006.0,,,,,DOCTORADO EN CIENCIA E INGENIERÍA DE MATERIALES,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,7500408,2012,1.0,,,Mexicana
Sami Mumtaz,"Mumtaz,Sami",8,15.0,Intel Corporation,9 ,0,3,"Morelia, MX",2014 - 2021,2014,2021,,HOMBRE,,,,,,En Electrónica,Telécom Paris,,2007,PhD,Telécom Paris,,2011,1.0,,,Francés
Victor Medina,"Medina,Victor",8,30.0,ORACLE INTERNATIONAL CORPORATION,10 ,1,2,"Tlaquepaque, MX",1991 - 2023,1991,2023,,,,,,,,,,,,,,,,,,,
Victor Tijerina Ramos,"Tijerina Ramos,Victor",8,0.0,"Vitro, S.A.B. de C.V.",2,0,0,"Monterrey, MX",2021 - 2024,2021,2024,44.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO ELECTRICISTA,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,1.0,475975,1977.0,,,,,,,,,0.0,Ingeniero en diseño de sistemas de energía renovable.,Ingeniero.,Mexicana
Walid Kuri Harcuch,"Kuri Harcuch,Walid",8,162.0,"Celadon Science, LLC",8,1,0,"Naucalpan, MX",1990 - 2008,1990,2008,,,,,,,,,,,,,,,,,,,
Wilfried Van Moorleghem,"Van Moorleghem,Wilfried",8,44.0,"Halliburton Energy Services, Inc.",6,0,3,"Oaxaca, MX",2000 - 2022,2000,2022,,,,,,,,,,,,,,,,,,,
Alfonso Javier Barragan Trevino,"Barragan Trevino,Alfonso Javier",9,31.0,"Vendwatch Telematics, LLC",3,0,2,"Monterrey, MX",2012 - 2022,2012,2022,29.0,HOMBRE,Licenciatura en Administración de Empresas,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,824821,1983.0,,,,,,,,,0.0,EON Corporation,Director,Mexicana
Ana Patricia Del Angel,"Del Angel,Ana Patricia",9,8.0,"Hewlett-Packard Development Company, L.P.",13,0,3,"General Francisco Villa, MX",2019 - 2023,2019,2023,6.0,MUJER,LICENCIATURA EN INGENIERÍA MECATRÓNICA,"INSTITUTO DE ESTUDIOS SUPERIORES DE TAMAULIPAS, A.C.",0.0,8227469,2013.0,MAESTRÍA EN SISTEMAS COMPUTACIONALES,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE,10444685,2017,,,,,1.0,LYFT,Software Engineer,Mexicana
Arie Jusidman,"Jusidman,Arie",9,27.0,"TRUPER, S.A. DE C.V.",4 ,0,2,"Mexico City, MX",2013 - 2023,2013,2023,,,,,,,,,,,,,,,,,,,
Arturo A Ortiz Rivas,"Ortiz Rivas,Arturo A",9,15.0,,0,0,0,"Monterrey, MX",1998 - 2016,1998,2016,17.0,HOMBRE,Licencitura como Contador Público,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,1.0,651928,1981.0,,,,,,,,,0.0,,,Mexicana
Belinda Vallejo Galland,"Vallejo Galland,Belinda",9,0.0,"Centro De Investigación En Alimentación Y Desarrollo, A.C.…",6 ,0,0,"Hermosillo, MX",2014 - 2021,2014,2021,35.0,MUJER,LICENCIATURA COMO QUÍMICO,UNIVERSIDAD IBEROAMERICANA,0.0,534048,1979.0,MAESTRÍA EN CIENCIAS,"UNIVERSITY OF BRITISH COLUMBIA, CANADÁ",7177025,2011,DOCTORADO EN CIENCIAS,"UNIVERSITY OF BRITISH COLUMBIA, CANADÁ",7283008,2011,1.0,"Centro De Investigación En Alimentación Y Desarrollo, A.C. (CIAD)",Profesora Investigadora,Mexicana
Brian E Attwood,"E Attwood,Brian",9,238.0,D2Audio Corporation,5,0,3,"Sinaloa, MX",1979 - 2010,1979,2010,,,,,,,,,,,,,,,,,,,Estadounidense
Carlos Angeles Chavez,"Angeles Chavez,Carlos",9,59.0,Instituto Mexicano del Petróleo,22,1,0,"Mexico City, MX",2008 - 2021,2008,2021,12.0,HOMBRE,LICENCIATURA EN INGENIERÍA QUÍMICA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,2282269,1996.0,,,,,DOCTORADO EN CIENCIA DE MATERIALES,Univeridad Nacional Autónoma de México,12747211,2022,1.0,Instituto Mexicano del Petroleo,Investigador,Mexicana
Carlos Gonzalez Inda,"Gonzalez Inda,Carlos",9,21.0,ARRIS ENTERPRISES LLC,11,0,0,"Apodaca, MX",2016 - 2023,2016,2023,,,,,,,,,,,,,,,,,,,
Cecilia Hernandez,"Hernandez,Cecilia",9,40.0,Delphi Technologies,10,0,2,"La Y Griega, MX",2001 - 2019,2001,2019,7.0,MUJER,Ingeniería en Ciencias Computacionales,INSTITUTO TECNOLÓGICO DE CIUDAD JUÁREZ (I.T.R.),1.0,,1994.0,,,,,,,,,0.0,INTEVA Products,Ingeniero,Mexicana
David Gomez Gutierrez,"Gomez Gutierrez,David",9,13.0,Intel Corporation,32,0,0,"Jalisco, MX",2014 - 2022,2014,2022,7.0,HOMBRE,LICENCIATURA EN INGENIERÍA ELECTRÓNICA,INSTITUTO TECNOLÓGICO DE CIUDAD GUZMÁN (I.T.R.),1.0,5045599,2007.0,MAESTRÍA EN CIENCIAS EN LA ESPECIALIDAD DE INGENIERÍA ELÉCTRICA,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL I.P.N.,13118740,2022,DOCTORADO EN CIENCIAS EN LA ESPECIALIDAD DE INGENIERÍA ELÉCTRICA,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL I.P.N.,13133518,2022,1.0,INTEL Lab,Investigador,Mexicana
Eugenio Zendejas Martinez,"Zendejas Martinez,Eugenio",9,31.0,"HYL TECHNOLOGIES, S.A. DE C.V.",10,0,1,"Monterrey, MX",1986 - 2021,1986,2021,9.0,HOMBRE,LICENCIATURA COMO INGENIERO QUÍMICO EN PROCESOS,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,459715,1977.0,,,,,,,,,0.0,,,Mexicana
Fernando Gonzalez,"Gonzalez,Fernando",9,,,,,,"Río Rico, MX",1993 - 2022,1993,2022,,,,,,,,,,,,,,,,,,,
Francisco Velasco,"Velasco,Francisco",9,,,,,,"Toluca, MX",1999 - 2023,1999,2023,,,,,,,,,,,,,,,,,,,
Gerardo Ferrat Torres,"Ferrat Torres,Gerardo",9,52.0,Instituto Mexicano del Petróleo,22 ,0,0,"Mexico City, MX",2008 - 2021,2008,2021,35.0,HOMBRE,LICENCIATURA COMO INGENIERO QUÍMICO INDUSTRIAL,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,1.0,257471,1973.0,,,,,,,,,0.0,,,Mexicana
Guillermo M Ruiz Palacios,"M Ruiz Palacios,Guillermo",9,68.0,Instituto Nacional de Ciencias. Medicas Y Nutricion,2,1,0,"Mexico City, MX",2011 - 2022,2011,2022,2.0,HOMBRE,LICENCIATURA EN INGENIERÍA QUÍMICA,INSTITUTO TECNOLÓGICO DE CIUDAD MADERO (I.T.R.),1.0,6280395,2009.0,,,,,,,,,0.0,,,Mexicana
Jaime SANCHEZ VALENTE,"SANCHEZ VALENTE,Jaime",9,8.0,Instituto Mexicano del Petróleo,23 ,2,0,"Mexico City, MX",2011 - 2021,2011,2021,18.0,HOMBRE,LICENCIATURA EN INGENIERÍA QUÍMICA,UNIVERSIDAD AUTÓNOMA METROPOLITANA,1.0,1817521,1993.0,Maestría en Química,UNIVERSIDAD AUTÓNOMA METROPOLITANA,,1995,Doctorado en Catálisis y fisicoquímica de interfases,Université Claude Bernard Lyon 1,,1999,1.0,Instituto Mexicano del Petróleo,Manager of Catalysts & Chemical Products Research,Mexicana
Javier Rodriguez,"Rodriguez,Javier",9,,,,,,"Río Rico, MX",2003 - 2024,2003,2024,,,,,,,,,,,,,,,,,,,
Jesus Edgar Dominguez Cuevas,"Dominguez Cuevas,Jesus Edgar",9,14.0,GM GLOBAL TECHNOLOGY OPERATIONS LLC,11,0,0,"Jiutepec, MX",2013 - 2022,2013,2022,0.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO,UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO,1.0,7981823,2013.0,,,,,,,,,0.0,,,Mexicana
Jesus Garcia,"Garcia,Jesus",9,,,,,,"Monterrey, MX",1999 - 2023,1999,2023,,,,,,,,,,,,,,,,,,,
John Claude Savoir,"Savoir,John Claude",9,,,,,,"Acapulco, MX",2001 - 2012,2001,2012,,,,,,,,,,,,,,,,,,,Francés
Jorge Adolfo Miranda Nieto,"Miranda Nieto,Jorge Adolfo",9,21.0,"Ford Global Technologies, LLC",18,1,1,"León, MX",2012 - 2022,2012,2022,-1.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECÁNICA Y ELÉCTRICA,UNIVERSIDAD IBEROAMERICANA,0.0,8174360,2013.0,MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN TECNOLÓGICA,"UNIVERSIDAD IBEROAMERICANA, CIUDAD DE MÉXICO",11799118,2019,,,,,1.0,Diseñador de sistemas de energía limpia.,Diseñador de sistemas de energía.,Mexicana
Jose Eulalio Contreras De Leon,"Contreras De Leon,Jose Eulalio",9,4.0,"RAGASA INDUSTRIAS, S.A DE C.V.",8,0,0,"Agualeguas, MX",2013 - 2018,2013,2018,12.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO ELECTRICISTA,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,1.0,3441027,2001.0,MAESTRÍA EN CIENCIAS DE LA INGENIERÍA MECÁNICA CON ESPECIALIDAD EN MATERIALES,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,4124072,2004,DOCTORADO EN INGENIERÍA DE MATERIALES,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,9215692,2015,1.0,UANL,Profesor,Mexicana
Jose G Ruiz Juarez,"Ruiz Juarez,Jose G",9,1.0,"Rassini Suspensiones, S.A. de C.V.",18,0,3,"Coahuila, MX",2020 - 2023,2020,2023,20.0,HOMBRE,LICENCIATURA COMO INGENIERO INDUSTRIAL EN ELECTRÓNICA,INSTITUTO TECNOLÓGICO DE PIEDRAS NEGRAS (I.T.R.),1.0,3142728,2000.0,,,,,,,,,0.0,,,Mexicana
Jose Gonzalo Hernandez Cortez,"Hernandez Cortez,Jose Gonzalo",9,13.0,Instituto Mexicano del Petróleo,21,0,0,"Mexico City, MX",2016 - 2021,2016,2021,20.0,HOMBRE,LICENCIATURA COMO QUÍMICO INDUSTRIAL,BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA,1.0,2388825,1996.0,MAESTRÍA EN CIENCIAS (QUÍMICA),UNIVERSIDAD AUTÓNOMA METROPOLITANA,12299616,2021,,,,,1.0,,,Mexicana
Jose Guadalupe Ruiz Juarez,"Ruiz Juarez,Jose Guadalupe",9,1.0,"Rasiini Suspensiones, S.A de C.V",18,0,3,"Coahuila, MX",2020 - 2023,2020,2023,20.0,HOMBRE,LICENCIATURA COMO INGENIERO INDUSTRIAL EN ELECTRÓNICA,INSTITUTO TECNOLÓGICO DE PIEDRAS NEGRAS (I.T.R.),1.0,3142728,2000.0,,,,,,,,,0.0,,,Mexicana
Jose L Almaraz,"L Almaraz,Jose",9,,,,,,"Chihuahua, MX",2003 - 2007,2003,2007,,,,,,,,,,,,,,,,,Delphi,Mecanico,
Jose Madrigal,"Madrigal,Jose",9,30.0,Safran Seats USA LLC,18,1,1,"Chihuahua, MX",2015 - 2023,2015,2023,11.0,HOMBRE,LICENCIATURA COMO INGENIERO ELECTROMECÁNICO EN PRODUCCIÓN,"INSTITUTO TECNOLÓGICO DE MINATITLÁN, VER. (I.T.R.)",1.0,4044957,2004.0,,,,,,,,,0.0,Especialista en innovación industrial.,Especialista en innovación.,Mexicana
Kazuyuki Okamoto,"Okamoto,Kazuyuki",9,,,,,,"Misantla, MX",1990 - 2001,1990,2001,,,,,,,,,,,,,,,,,Japonés,,Japonés
Luis Enrique Castillo Jaime,"Castillo Jaime,Luis Enrique",9,37.0,Ford Global Technologies,14,0,2,"Distrito Federal, MX",2018 - 2024,2018,2024,6.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO ADMINISTRADOR,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,7702898,2012.0,En Gestión de la Ingeniería,Instituto Tecnológico de Estudio Superiores de Monterrey,12847092,2022,,,,,1.0,Ford Motor Company,Front Impact Occupant Protection Engineer,Mexicana
Luis Felipe Blas Martinez,"Blas Martinez,Luis Felipe",9,0.0,Ford Global Technologies,17,0,1,"La Concepción, MX",2020 - 2023,2020,2023,9.0,HOMBRE,LICENCIATURA COMO INGENIERO EN AERONÁUTICA,INSTITUTO POLITÉCNICO NACIONAL,1.0,6955602,2011.0,,,,,,,,,0.0,FORD,Ingeniero,Mexicana
Maria Antonia Cortes Jacome,"Cortes Jacome,Maria Antonia",9,59.0,Instituto Mexicano del Petróleo,22,0,0,"Mexico City, MX",2008 - 2021,2008,2021,11.0,MUJER,LICENCIATURA EN INGENIERÍA QUÍMICA,UNIVERSIDAD VERACRUZANA,1.0,2542348,1997.0,MAESTRÍA EN CIENCIAS CON ESP. EN INGENIERÍA QUÍMICA,INSTITUTO POLITÉCNICO NACIONAL,3772544,2003,DOCTORADO EN CIENCIAS E INGENIERÍA (DE MATERIALES),UNIVERSIDAD AUTÓNOMA METROPOLITANA,4702485,2006,1.0,Instituto Mexicano del Petróleo,Investigadora científica,Mexicana
Maria Fernanda Medina Luna,"Medina Luna,Maria Fernanda",9,19.0,Ford Global Technologies,13,1,1,"Naucalpan, MX",2017 - 2024,2017,2024,6.0,MUJER,Ingeniería en Mecatronica,UNIVERSIDAD ANÁHUAC,0.0,6953017,2011.0,,,,,,,,,0.0,FORD,Líder en Hardware,Mexicana
Mario Hector Gottfried Gutierrez,"Gottfried Gutierrez,Mario Hector",9,103.0,"Power Associates International,",1,0,1,"Copoya, MX",1980 - 2023,1980,2023,40.0,HOMBRE,Ingeniero,Pratt Institute of Technology de Nueva York,0.0,,1940.0,,,,,,,,,0.0,Falleció en 1999,Empresario,Mexicana
Maximiano Francisco Ruiz Torres,"Francisco Ruiz Torres,Maximiano",9,,,,,,"Michoacán, MX",1989 - 2002,1989,2002,,,,,,,,,,,,,,,,,CICATA,Investigador,Mexicana
Maximiano Ruiz Torres,"Ruiz Torres,Maximiano",9,,,,,,"Michoacán, MX",1989 - 2002,1989,2002,,Hombre,,,,,,,,,,,,,,,Ingeniero en energías renovables.,Ingeniero en energías renovables.,Mexicana
Moises Sheinberg Frenkel,"Sheinberg Frenkel,Moises",9,73.0,Truper Herramientas,0,0,0,"Miguel Hidalgo, MX",2010 - 2015,2010,2015,18.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN ELECTRÓNICA Y COMUNICACIONES,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,1664167,1992.0,MAESTRÍA EN TECNOLOGÍA EDUCATIVA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,11678107,2019,,,,,1.0,Truper,Director of Marketing,Mexicana
Omar Antonio Ramirez Pavon,"Ramirez Pavon,Omar Antonio",9,5.0,Ford Global Technologies,12,0,1,"Irapuato, MX",2017 - 2022,2017,2022,5.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN MECATRÓNICA,INSTITUTO POLITÉCNICO NACIONAL,1.0,7586705,2012.0,En Diseño y Desarrollo de Máquinas,Hochschule Esslingen,,2024,,,,,1.0,Bosch Research,Masterand im Bereich,Mexicana
Pedro Wirz Luchsinger,"Wirz Luchsinger,Pedro",9,49.0,"Swissmex-Rapid, S.A. de C.V.",0,0,0,"Lagos de Moreno, MX",2012 - 2023,2012,2023,33.0,HOMBRE,LICENCIATURA COMO INGENIERO MECÁNICO ELECTRICISTA,UNIVERSIDAD AUTÓNOMA DE GUADALAJARA,1.0,558734,1979.0,,,,,,,,,0.0,,Emprendedor,Mexicana
