numero patente,titulo patente,fecha patente,Patents,NOMBRE_INVENTOR,Inventor,Location,years active,año de inicio,última patente
8910450,Method and device for strengthening and lightening floor and roof framing,2014-12-16,1,"Simon Dominguez,Javier Antonio",Javier Antonio Simon Dominguez,"San Pedro Garza García, MX",2014-2014,2014,2014
8911391,System for connecting a blood pump without trapping air bubbles,2014-12-16,4,"Duenas,Benjamin",Benjamin Duenas,"Copoya, MX",2012-2015,2012,2015
8912253,Easy-to-install electrical cable,2014-12-16,1,"Murga,Patricio G",Patricio G Murga,"Monterrey, MX",2014-2014,2014,2014
8912253,Easy-to-install electrical cable,2014-12-16,1,"Rodriguez,Victor M",Victor M Rodriguez,"San Luis Potosí, MX",2014-2014,2014,2014
8912253,Easy-to-install electrical cable,2014-12-16,13,"Lopez,Hector",Hector Lopez,"Parras de la Fuente, MX",1982-2024,1982,2024
8912253,Easy-to-install electrical cable,2014-12-16,1,"Montes,Sergio A",Sergio A Montes,"Monterrey, MX",2014-2014,2014,2014
8915452,Leveling rail joints with oblique support,2014-12-23,9,"Ortiz Rivas,Arturo A",Arturo A Ortiz Rivas,"Monterrey, MX",1998-2016,1998,2016
8916170,Methods of producing antibodies against morphine-heroine,2014-12-23,3,"Palma,Benito Anton",Benito Anton Palma,"Mexico City, MX",2011-2014,2011,2014
8916170,Methods of producing antibodies against morphine-heroine,2014-12-23,3,"Gelman,Philippe Leff",Philippe Leff Gelman,"Mexico City, MX",2011-2014,2011,2014
8916177,Method for treating premature ejaculation with a botulinum neurotoxin,2014-12-23,8,"Gaxiola,Gustavo M",Gustavo M Gaxiola,"Sinaloa, MX",2012-2019,2012,2019
8916177,Method for treating premature ejaculation with a botulinum neurotoxin,2014-12-23,8,"Paz,Gilberto P",Gilberto P Paz,"Jalisco, MX",2012-2019,2012,2019
8916177,Method for treating premature ejaculation with a botulinum neurotoxin,2014-12-23,8,"Aguilar,Ivan",Ivan Aguilar,"Sinaloa, MX",2012-2019,2012,2019
8920856,Co-extruded layered candy and gum apparatus and methods,2014-12-30,1,"Vazquez,Iran",Iran Vazquez,"Tlapacoyan, MX",2014-2014,2014,2014
8920856,Co-extruded layered candy and gum apparatus and methods,2014-12-30,1,"Jean,Alejandro",Alejandro Jean,"Tlapacoyan, MX",2014-2014,2014,2014
8920856,Co-extruded layered candy and gum apparatus and methods,2014-12-30,39,"Aldridge,Allen",Allen Aldridge,"South Orange, US",2005-2023,2005,2023
8920856,Co-extruded layered candy and gum apparatus and methods,2014-12-30,1,"Tecanhuey,Margarita",Margarita Tecanhuey,"Tlapacoyan, MX",2014-2014,2014,2014
8920856,Co-extruded layered candy and gum apparatus and methods,2014-12-30,1,"Melendez,Fernando",Fernando Melendez,"Puebla, MX",2014-2014,2014,2014
8920856,Co-extruded layered candy and gum apparatus and methods,2014-12-30,26,"Degady,Marc",Marc Degady,"Morristown, US",1991-2019,1991,2019
8920856,Co-extruded layered candy and gum apparatus and methods,2014-12-30,20,"Elejalde,Cesar C",Cesar C Elejalde,"Dover, US",2013-2020,2013,2020
8920856,Co-extruded layered candy and gum apparatus and methods,2014-12-30,4,"Raible,Duane",Duane Raible,"Great Meadows, US",1998-2014,1998,2014
8920856,Co-extruded layered candy and gum apparatus and methods,2014-12-30,34,"Jani,Bharat",Bharat Jani,"East Brunswick Township, US",1998-2024,1998,2024
8920856,Co-extruded layered candy and gum apparatus and methods,2014-12-30,1,"Ramirez,Ivonne",Ivonne Ramirez,"Puebla, MX",2014-2014,2014,2014
8920856,Co-extruded layered candy and gum apparatus and methods,2014-12-30,1,"Lopez,Ana Lucia",Ana Lucia Lopez,"Morristown, US",2014-2014,2014,2014
8920856,Co-extruded layered candy and gum apparatus and methods,2014-12-30,8,"Pettigrew,Susan",Susan Pettigrew,"Suffern, US",1989-2020,1989,2020
8920990,Device for performing a photoelectrochemical method of separating water into hydrogen and oxygen,2014-12-30,14,"Solis Herrera,Arturo",Arturo Solis Herrera,"Aguascalientes, MX",2013-2024,2013,2024
8922965,Controller circuit including a switch mode power converter and automatic recloser using the same,2014-12-30,11,"Flaherty,Richard Charles",Richard Charles Flaherty,"Fuquay-Varina, US",2005-2015,2005,2015
8922965,Controller circuit including a switch mode power converter and automatic recloser using the same,2014-12-30,4,"Rodriguez,Roberto",Roberto Rodriguez,"Mexico City, MX",2008-2020,2008,2020
8925343,Ice storage bucket for refrigerator,2015-01-06,24,"Flores,Laura",Laura Flores,"El Control, MX",2011-2023,2011,2023
8926096,Conformable therapeutic shield for vision and pain,2015-01-06,8,"Rimer,Doug",Doug Rimer,"Los Altos, US",2013-2020,2013,2020
8926096,Conformable therapeutic shield for vision and pain,2015-01-06,17,"Carson,Dean",Dean Carson,"Mountain View, US",2010-2022,2010,2022
8926096,Conformable therapeutic shield for vision and pain,2015-01-06,137,"Reich,Cary J",Cary J Reich,"Los Gatos, US",1988-2024,1988,2024
8926096,Conformable therapeutic shield for vision and pain,2015-01-06,50,"Macfarlane,K Angela",K Angela Macfarlane,"Mountain View, US",2001-2023,2001,2023
8926096,Conformable therapeutic shield for vision and pain,2015-01-06,153,"de Juan, Jr,Eugene","Eugene de Juan, Jr","San Francisco, US",1991-2024,1991,2024
8926096,Conformable therapeutic shield for vision and pain,2015-01-06,24,"Levy,Brian",Brian Levy,"New York, US",1990-2024,1990,2024
8926096,Conformable therapeutic shield for vision and pain,2015-01-06,160,"Sutton,Douglas",Douglas Sutton,"Pacifica, US",1999-2024,1999,2024
8926096,Conformable therapeutic shield for vision and pain,2015-01-06,22,"Clarke,Matt",Matt Clarke,"Mountain View, US",2013-2022,2013,2022
8926096,Conformable therapeutic shield for vision and pain,2015-01-06,84,"Alster,Yair",Yair Alster,"Palo Alto, US",2003-2024,2003,2024
8926096,Conformable therapeutic shield for vision and pain,2015-01-06,9,"Tuan,Ashley",Ashley Tuan,"Mountain View, US",2013-2020,2013,2020
8926096,Conformable therapeutic shield for vision and pain,2015-01-06,8,"Barragan,Enrique",Enrique Barragan,"Monterrey, MX",2013-2020,2013,2020
8926108,Motor and pointer jack assembly,2015-01-06,4,"Rodriguez,Irving Morales",Irving Morales Rodriguez,"Guadalajara, MX",2015-2022,2015,2022
8926108,Motor and pointer jack assembly,2015-01-06,1,"Barragan,Manuel Jimenez",Manuel Jimenez Barragan,"Zapopan, MX",2015-2015,2015,2015
8926108,Motor and pointer jack assembly,2015-01-06,2,"Gonzalez,Anel Ortiz",Anel Ortiz Gonzalez,"Zapopan, MX",2015-2016,2015,2016
8926344,Electrical distribution center assembly having a terminal stabilizer plate,2015-01-06,7,"Wheeler,Grant Michael",Grant Michael Wheeler,"El Paso, US",1991-2018,1991,2018
8926344,Electrical distribution center assembly having a terminal stabilizer plate,2015-01-06,13,"Jozwiak,Andrew Joseph",Andrew Joseph Jozwiak,"El Paso, US",1997-2023,1997,2023
8926344,Electrical distribution center assembly having a terminal stabilizer plate,2015-01-06,1,"Skolnik,Brian",Brian Skolnik,"Trenton, US",2015-2015,2015,2015
8926344,Electrical distribution center assembly having a terminal stabilizer plate,2015-01-06,13,"Morales,Jesus R",Jesus R Morales,"Chihuahua, MX",1999-2023,1999,2023
8928255,Dynamic step dimming interface,2015-01-06,17,"Ziegler,Markus",Markus Ziegler,"Watertown, US",2005-2022,2005,2022
8928255,Dynamic step dimming interface,2015-01-06,2,"Jaramillo,Carlos Daniel Ortega",Carlos Daniel Ortega Jaramillo,"Agualeguas, MX",2014-2015,2014,2015
8928255,Dynamic step dimming interface,2015-01-06,2,"Lopez,Arturo Hernandez",Arturo Hernandez Lopez,"Apodaca, MX",2000-2015,2000,2015
8929108,Method and apparatus for controlling a grid-connected converter,2015-01-06,11,"Ho,Ngai Man",Ngai Man Ho,"Fislisbach, CH",2008-2022,2008,2022
8929108,Method and apparatus for controlling a grid-connected converter,2015-01-06,7,"Pettersson,Sami",Sami Pettersson,"Wettingen, CH",2013-2023,2013,2023
8929108,Method and apparatus for controlling a grid-connected converter,2015-01-06,12,"Escobar,Gerardo",Gerardo Escobar,"Mérida, MX",2005-2016,2005,2016
8930143,Resolution enhancement for subterranean well distributed optical measurements,2015-01-06,11,"Sierra,Jose",Jose Sierra,"Mexico City, MX",2008-2021,2008,2021
8930143,Resolution enhancement for subterranean well distributed optical measurements,2015-01-06,8,"Glasbergen,Gerard",Gerard Glasbergen,"Gouda, NL",2007-2015,2007,2015
8932431,Method for separating disks,2015-01-13,3,"Buckley,Richard K",Richard K Buckley,"Canandaigua, US",2000-2015,2000,2015
8932431,Method for separating disks,2015-01-13,2,"Doud,Glenn",Glenn Doud,"Livonia, US",2014-2015,2014,2015
8932431,Method for separating disks,2015-01-13,2,"Galicia,Fernando Aguilera",Fernando Aguilera Galicia,"Reynosa, MX",2014-2015,2014,2015
8932431,Method for separating disks,2015-01-13,9,"Coto,Guillermo",Guillermo Coto,"Monroe, US",1988-2018,1988,2018
8935664,Method and apparatus to determine rules implementation decision,2015-01-13,2,"Gonzalez Lojero,Jaime M",Jaime M Gonzalez Lojero,"Tlaquepaque, MX",2015-2015,2015,2015
8935664,Method and apparatus to determine rules implementation decision,2015-01-13,5,"Lara,Rafael",Rafael Lara,"Mexico City, MX",2014-2019,2014,2019
8935664,Method and apparatus to determine rules implementation decision,2015-01-13,19,"Allam,Abdul",Abdul Allam,"Raleigh, US",2012-2024,2012,2024
8936020,Solar fluids preheating system with low thermal losses,2015-01-20,3,"Munoz Ruiz,Andres",Andres Munoz Ruiz,"El Control, MX",2015-2017,2015,2017
8936307,Multipurpose tray,2015-01-20,2,"Heredia,Homero",Homero Heredia,"Chihuahua, MX",2015-2018,2015,2018
8936563,Method for connecting a blood pump without trapping air bubbles,2015-01-20,4,"Duenas,Benjamin",Benjamin Duenas,"Mexico City, MX",2012-2015,2012,2015
8936677,Method and installation for beneficiation of fly ash particles by flash combustion,2015-01-20,1,"Bolio Arceo,Hugo",Hugo Bolio Arceo,"San Mateo del Mar, MX",2015-2015,2015,2015
8936677,Method and installation for beneficiation of fly ash particles by flash combustion,2015-01-20,1,"Vazquez Favela,Javier",Javier Vazquez Favela,"Orpund, CH",2015-2015,2015,2015
8936677,Method and installation for beneficiation of fly ash particles by flash combustion,2015-01-20,1,"Sosa Blanco,Cesar Alberto",Cesar Alberto Sosa Blanco,"San Mateo del Mar, MX",2015-2015,2015,2015
8936677,Method and installation for beneficiation of fly ash particles by flash combustion,2015-01-20,1,"Ramirez Carrero,Maria Claudia",Maria Claudia Ramirez Carrero,"San Mateo del Mar, MX",2015-2015,2015,2015
8938184,Methods and devices for remanufacturing printer cartridge components,2015-01-20,1,"Galaviz Martinez,Rafeal Omar",Rafeal Omar Galaviz Martinez,"Tijuana, MX",2015-2015,2015,2015
8938913,"Self-locating door interlock apparatus and enclosures, assemblies, and methods including same",2015-01-27,6,"Thompson,Truett Ramsey",Truett Ramsey Thompson,"Raleigh, US",2005-2022,2005,2022
8938913,"Self-locating door interlock apparatus and enclosures, assemblies, and methods including same",2015-01-27,2,"Cortes Arreygue,Juan Carlos",Juan Carlos Cortes Arreygue,"Morelia, MX",2015-2015,2015,2015
8938913,"Self-locating door interlock apparatus and enclosures, assemblies, and methods including same",2015-01-27,2,"Woodyard,Terrance",Terrance Woodyard,"Raleigh, US",2015-2015,2015,2015
8938916,"Self-locating door interlock apparatus and enclosures, assemblies, and methods including same",2015-01-27,6,"Thompson,Truett Ramsey",Truett Ramsey Thompson,"Raleigh, US",2005-2022,2005,2022
8938916,"Self-locating door interlock apparatus and enclosures, assemblies, and methods including same",2015-01-27,2,"Cortes Arreygue,Juan Carlos",Juan Carlos Cortes Arreygue,"Morelia, MX",2015-2015,2015,2015
8938916,"Self-locating door interlock apparatus and enclosures, assemblies, and methods including same",2015-01-27,2,"Woodyard,Terrance",Terrance Woodyard,"Raleigh, US",2015-2015,2015,2015
8940076,Method for producing direct reduced iron with limited CO2 emissions,2015-01-27,9,"Zendejas Martinez,Eugenio",Eugenio Zendejas Martinez,"Monterrey, MX",1986-2021,1986,2021
8940076,Method for producing direct reduced iron with limited CO2 emissions,2015-01-27,1,"Gaspera,Omar Della",Omar Della Gaspera,"Fontanafredda, IT",2015-2015,2015,2015
8940076,Method for producing direct reduced iron with limited CO2 emissions,2015-01-27,3,"Duarte Escareno,Pablo Enrique",Pablo Enrique Duarte Escareno,"Monterrey, MX",2006-2015,2006,2015
8940076,Method for producing direct reduced iron with limited CO2 emissions,2015-01-27,9,"Martinis,Alessandro",Alessandro Martinis,"Udine, IT",1999-2021,1999,2021
8940076,Method for producing direct reduced iron with limited CO2 emissions,2015-01-27,4,"Tavano,Andrea",Andrea Tavano,"Tavagnacco, IT",2010-2015,2010,2015
8941712,Call movement in a conferencing system,2015-01-27,18,"Srinivas,Sampath",Sampath Srinivas,"Bengaluru, IN",2006-2015,2006,2015
8941712,Call movement in a conferencing system,2015-01-27,1,"Shyam,Rajdeep",Rajdeep Shyam,"Delegación de la Pila, MX",2015-2015,2015,2015
8941712,Call movement in a conferencing system,2015-01-27,8,"Wamorkar,Vivek",Vivek Wamorkar,"Bengaluru, IN",2014-2018,2014,2018
8941712,Call movement in a conferencing system,2015-01-27,1,"Nair,Rethish Kumar Pukalakkatu Sivasankaran",Rethish Kumar Pukalakkatu Sivasankaran Nair,"Bengaluru, IN",2015-2015,2015,2015
8944461,Airbag in privacy wall,2015-02-03,17,"Cailleteau,Jeremy",Jeremy Cailleteau,"Cahors, FR",2011-2023,2011,2023
8944461,Airbag in privacy wall,2015-02-03,3,"Quatanens,Frederic",Frederic Quatanens,"Châteauroux, FR",2013-2015,2013,2015
8944461,Airbag in privacy wall,2015-02-03,3,"Martinez,Virgile",Virgile Martinez,"Château-Gontier, FR",2013-2015,2013,2015
8944461,Airbag in privacy wall,2015-02-03,11,"Obadia,Jean Marc",Jean Marc Obadia,"Maubec, FR",2010-2020,2010,2020
8944461,Airbag in privacy wall,2015-02-03,11,"Aguirre,Raul Daniel Flores",Raul Daniel Flores Aguirre,"Chihuahua, MX",2013-2015,2013,2015
8944461,Airbag in privacy wall,2015-02-03,10,"Trimble,Robert W",Robert W Trimble,"Gainesville, US",2009-2019,2009,2019
8944461,Airbag in privacy wall,2015-02-03,7,"Islam,Rakibul",Rakibul Islam,"Rancho Cucamonga, US",2013-2022,2013,2022
8944461,Airbag in privacy wall,2015-02-03,3,"Gaudin,Jeremy",Jeremy Gaudin,"Châteauroux, FR",2013-2015,2013,2015
8944505,Swiveling passenger seat,2015-02-03,11,"Aguirre,Raul Daniel Flores",Raul Daniel Flores Aguirre,"Chihuahua, MX",2013-2015,2013,2015
8944505,Swiveling passenger seat,2015-02-03,5,"Gonzalez,Sahira Villalobos",Sahira Villalobos Gonzalez,"Chihuahua, MX",2013-2015,2013,2015
8944505,Swiveling passenger seat,2015-02-03,5,"Dominguez,Jose Angel Vilchis",Jose Angel Vilchis Dominguez,"Chihuahua, MX",2013-2015,2013,2015
8944505,Swiveling passenger seat,2015-02-03,5,"Khalil,Franghie Rubio",Franghie Rubio Khalil,"Chihuahua, MX",2013-2015,2013,2015
8944505,Swiveling passenger seat,2015-02-03,5,"Salitrero,Carla Cristina Gonzalez",Carla Cristina Gonzalez Salitrero,"Chihuahua, MX",2013-2015,2013,2015
8946110,Process for preparing a catalytic composition for the hydroconversion of petroleum fractions,2015-02-03,4,"Perez Luna,Miguel",Miguel Perez Luna,"Mexico City, MX",2015-2021,2015,2021
8946110,Process for preparing a catalytic composition for the hydroconversion of petroleum fractions,2015-02-03,9,"Cortes Jacome,Maria Antonia",Maria Antonia Cortes Jacome,"Mexico City, MX",2008-2021,2008,2021
8946110,Process for preparing a catalytic composition for the hydroconversion of petroleum fractions,2015-02-03,6,"Escobar Aguilar,Jose",Jose Escobar Aguilar,"Mexico City, MX",2008-2021,2008,2021
8946110,Process for preparing a catalytic composition for the hydroconversion of petroleum fractions,2015-02-03,11,"Toledo Antonio,Jose Antonio",Jose Antonio Toledo Antonio,"Mexico City, MX",2008-2021,2008,2021
8946110,Process for preparing a catalytic composition for the hydroconversion of petroleum fractions,2015-02-03,9,"Angeles Chavez,Carlos",Carlos Angeles Chavez,"Mexico City, MX",2008-2021,2008,2021
8946110,Process for preparing a catalytic composition for the hydroconversion of petroleum fractions,2015-02-03,11,"Lopez Salinas,Esteban",Esteban Lopez Salinas,"Mexico City, MX",2008-2021,2008,2021
8946110,Process for preparing a catalytic composition for the hydroconversion of petroleum fractions,2015-02-03,7,"Mosqueira Mondragon,Maria de Lourdes",Maria de Lourdes Mosqueira Mondragon,"Mexico City, MX",2008-2021,2008,2021
8946110,Process for preparing a catalytic composition for the hydroconversion of petroleum fractions,2015-02-03,9,"Ferrat Torres,Gerardo",Gerardo Ferrat Torres,"Mexico City, MX",2008-2021,2008,2021
8946110,Process for preparing a catalytic composition for the hydroconversion of petroleum fractions,2015-02-03,5,"MORA VALLEJO,Rodolfo Juventino",Rodolfo Juventino MORA VALLEJO,"Mexico City, MX",2008-2018,2008,2018
8946110,Process for preparing a catalytic composition for the hydroconversion of petroleum fractions,2015-02-03,16,"Lozada y Cassou,Marcelo",Marcelo Lozada y Cassou,"Mexico City, MX",2008-2018,2008,2018
8946110,Process for preparing a catalytic composition for the hydroconversion of petroleum fractions,2015-02-03,3,"Perez Moreno,Victor",Victor Perez Moreno,"Mexico City, MX",2011-2017,2011,2017
8949819,Rationalizing functions to identify re-usable services,2015-02-03,19,"Allam,Abdul",Abdul Allam,"Raleigh, US",2012-2024,2012,2024
8949819,Rationalizing functions to identify re-usable services,2015-02-03,2,"Huizar Rodriguez,Francisco R",Francisco R Huizar Rodriguez,"Jalisco, MX",2011-2015,2011,2015
8949819,Rationalizing functions to identify re-usable services,2015-02-03,1,"Godinez Ramirez,Jesus",Jesus Godinez Ramirez,"Suchiapa, MX",2015-2015,2015,2015
8949819,Rationalizing functions to identify re-usable services,2015-02-03,2,"Gonzalez Lojero,Jaime M",Jaime M Gonzalez Lojero,"Jalisco, MX",2015-2015,2015,2015
8950576,"Bag made from medical-grade paper that is treated for sterilization, with sterilization-process indicators and pigmented-adhesive-based safety features, which is easy to handle and use",2015-02-10,1,"Andreu,Albert Pla",Albert Pla Andreu,"Tlalnepantla, MX",2015-2015,2015,2015
8952198,Amination process for manufacturing amines using catalyst,2015-02-10,1,"Lopez Guerrero,Miguel Angel",Miguel Angel Lopez Guerrero,"Valle de Santiago, MX",2015-2015,2015,2015
8952198,Amination process for manufacturing amines using catalyst,2015-02-10,1,"Hernandez Salas,Lilia Patricia",Lilia Patricia Hernandez Salas,"Irapuato, MX",2015-2015,2015,2015
8952198,Amination process for manufacturing amines using catalyst,2015-02-10,14,"Williams,John",John Williams,"Hoboken, US",1982-2015,1982,2015
8952198,Amination process for manufacturing amines using catalyst,2015-02-10,14,"Williams,Ian G",Ian G Williams,"Park Ridge, US",1976-2015,1976,2015
