Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Jose Angel Contreras,"Contreras,Jose Angel",1,,,,,,"Guadalajara, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Angel de la Garza de la Fuente,"de la Garza de la Fuente,Jose Angel",1,,,,,,"Saltillo, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Angel Ramos Martinez,"Ramos Martinez,Jose Angel",1,,,,,,"Tlaquepaque, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jose Antonio Aguilar,"Aguilar,Jose Antonio",1,,,,,,"Veracruz, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Antonio Arellano Cabrera,"Arellano Cabrera,Jose Antonio",1,,,,,,"Tlaxco, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Jose Antonio Barrios Perez,"Barrios Perez,Jose Antonio",1,,,,,,"Suchiapa, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Antonio Becerra Castrejon,"Becerra Castrejon,Jose Antonio",1,,,,,,"Jalisco, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jose Antonio Cuevas,"Cuevas,Jose Antonio",1,,,,,,"Chametla, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jose Antonio Feregrino Quezada,"Feregrino Quezada,Jose Antonio",1,,,,,,"Aguascalientes, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose Antonio Flores Garcia,"Flores Garcia,Jose Antonio",1,,,,,,"Miguel Alemán, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose Antonio Garzon Tiznado,"Garzon Tiznado,Jose Antonio",1,,,,,,"Mazatlán, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jose Antonio Lopez Sanchez,"Lopez Sanchez,Jose Antonio",1,,,,,,"Mexico City, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jose Antonio Maldonado Barragan,"Maldonado Barragan,Jose Antonio",1,,,,,,"Sonora, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose Antonio Martinez Gorbena,"Gorbena,Jose Antonio Martinez",1,,,,,,"San Luis Potosí, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Antonio Moranchel Raygoza,"Raygoza,Jose Antonio Moranchel",1,,,,,,"Tijuana, MX",2009-2009,2009,2009,,,,,,,,,,,,,,,,,,,
Jose Antonio Munoz Arroyo,"Munoz Arroyo,Jose Antonio",1,,,,,,"Mexico City, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jose Antonio Perez Guevara,"Perez Guevara,Jose Antonio",1,,,,,,"Heroica Nogales, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Antonio Revilla Lara,"Revilla Lara,Jose Antonio",1,,,,,,"Temixco, MX",2002-2002,2002,2002,,,,,,,,,,,,,,,,,,,
Jose Antonio Rodriguez Rivera,"Rodriguez Rivera,Jose Antonio",1,,,,,,"Diez de Octubre, MX",2008-2008,2008,2008,,,,,,,,,,,,,,,,,,,
Jose Antonio Segura Salgado,"Segura Salgado,Jose Antonio",1,,,,,,"Puebla, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose Antonio Viladoms Fernandez,"Viladoms Fernandez,Jose Antonio",1,,,,,,"Ciudad de Ajalpan, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Antonio Viornery Escorza,"Escorza,Jose Antonio Viornery",1,,,,,,"Ixmiquilpan, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jose Arnoldo Guzman Sanchez,"Guzman Sanchez,Jose Arnoldo",1,,,,,,"Jalisco, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Artemio Zenon Morales Chavarria,"Morales Chavarria,Jose Artemio Zenon",1,,,,,,"Suchiapa, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jose Arturo Arreaga Garza,"Arreaga Garza,Jose Arturo",1,,,,,,"Saltillo, MX",2007-2007,2007,2007,,,,,,,,,,,,,,,,,,,
Jose Arturo Castaneda Miranda,"Castaneda Miranda,Jose Arturo",1,,,,,,"Suchiapa, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jose Arturo Urdiales Gonzalez,"Urdiales Gonzalez,Jose Arturo",1,,,,,,"Reynosa, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Jose Augusto Fernandez Cueto,"Cueto,Jose Augusto Fernandez",1,,,,,,"Estado de México, MX",2000-2000,2000,2000,,,,,,,,,,,,,,,,,,,
Jose Bernardo Hernandez Sanchez,"Hernandez Sanchez,Jose Bernardo",1,,,,,,"Metepec, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jose C Venegas Munoz,"Venegas Munoz,Jose C",1,,,,,,"Guadalajara, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose Carlos Martinez Hernandez,"Martinez Hernandez,Jose Carlos",1,,,,,,"Tlaquepaque, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose Carlos Murillo Marquez,"Murillo Marquez,Jose Carlos",1,,,,,,"Toluca, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Jose Carlos Sanchez,"Sanchez,Jose Carlos",1,,,,,,"Querétaro, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose D Mendez,"Mendez,Jose D",1,,,,,,"Chihuahua, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jose Daniel Barocio Montemayor,"Barocio Montemayor,Jose Daniel",1,,,,,,"Baja California, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jose Daniel Vargas Cervantes,"Vargas Cervantes,Jose Daniel",1,,,,,,"Nicolás Romero, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose de jesus Barajas,"de jesus Barajas,Jose",1,,,,,,"Chihuahua, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose de Jesus Carrillo Rosillo,"Carrillo Rosillo,Jose de Jesus",1,,,,,,"Mexico City, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose de Jesus Colin Espinoza,"Colin Espinoza,Jose de Jesus",1,,,,,,"San Antonio La Isla, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose de Jesus De Hijar,"Hijar,Jose de Jesus De",1,,,,,,"Tesistán, MX",2001-2001,2001,2001,,,,,,,,,,,,,,,,,,,
Jose De Jesus Delgado Carranza,"Delgado Carranza,Jose De Jesus",1,,,,,,"Tolimán, MX",2002-2002,2002,2002,,,,,,,,,,,,,,,,,,,
Jose de Jesus Delgado Carranza,"Delgado Carranza,Jose de Jesus",1,,,,,,"San Pedro Mártir, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose De Jesus Hernandez Jimenez,"Hernandez Jimenez,Jose De Jesus",1,,,,,,"Villa de Cos, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose de Jesus Mansilla,"Mansilla,Jose de Jesus",1,,,,,,"Guadalajara, MX",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
Jose De Jesus Martinez Alcantara,"Martinez Alcantara,Jose De Jesus",1,,,,,,"Mexico City, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jose de la Pena,"de la Pena,Jose",1,,,,,,"Lomas Virreyes, MX",2004-2004,2004,2004,,,,,,,,,,,,,,,,,,,
Jose del Carmen Jimenez Osorio,"Osorio,Jose del Carmen Jimenez",1,,,,,,"Carmen, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Diego Guillen Gonzalez,"Guillen Gonzalez,Jose Diego",1,,,,,,"Guadalajara, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose Donaciano Estrada Zepeda,"Zepeda,Jose Donaciano Estrada",1,,,,,,"Querétaro, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jose Edmundo Escobar Y Gamboa,"Escobar Y Gamboa,Jose Edmundo",1,,,,,,"Puebla, MX",2001-2001,2001,2001,,,,,,,,,,,,,,,,,,,
Jose Eduardo R Mares,"Mares,Jose Eduardo R",1,,,,,,"Saltillo, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Eleazar Aguilar Toala,"Aguilar Toala,Jose Eleazar",1,,,,,,"Texcoco, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jose Elias Pinto Munoz,"Munoz,Jose Elias Pinto",1,,,,,,"La Y Griega, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Jose Elias Ruede,"Ruede,Jose Elias",1,,,,,,"Toluca, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Jose Elias Ruede Gomez,"Ruede Gomez,Jose Elias",1,,,,,,"Toluca, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose Enrique Garcia Gonzalez,"Garcia Gonzalez,Jose Enrique",1,,,,,,"Veracruz, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Enrique Parra Ortiz,"Parra Ortiz,Jose Enrique",1,,,,,,"Monterrey, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Ernesto Jaua,"Jaua,Jose Ernesto",1,,,,,,"San José de Perijá, VE",2007-2007,2007,2007,,,,,,,,,,,,,,,,,,,
Jose Federico Mendoza,"Mendoza,Jose Federico",1,,,,,,"Ciudad Juárez, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jose Felix Olivares Quintero,"Olivares Quintero,Jose Felix",1,,,,,,"Ensenada, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jose Fernando Alfaro Castaneda,"Alfaro Castaneda,Jose Fernando",1,,,,,,"Guanajuato, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Jose Fernando Ovando Sanchez,"Ovando Sanchez,Jose Fernando",1,,,,,,"Toluca, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jose Fidel Ramos Flores,"Ramos Flores,Jose Fidel",1,,,,,,"Toluca, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Francisco Correa Romo,"Correa Romo,Jose Francisco",1,,,,,,"Villa Luvianos, MX",2001-2001,2001,2001,,,,,,,,,,,,,,,,,,,
Jose Francisco Estrada,"Estrada,Jose Francisco",1,,,,,,"Querétaro, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Francisco Lopez Reyes,"Lopez Reyes,Jose Francisco",1,,,,,,"Guadalajara, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Francisco Marquez,"Marquez,Jose Francisco",1,,,,,,"Mexicali, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose Francisco Martinez Leyva,"Leyva,Jose Francisco Martinez",1,,,,,,"Mexico City, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jose Francisco Richardt Osuna,"Richardt Osuna,Jose Francisco",1,,,,,,"Guadalajara, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Francisco Trejo Reyes,"Trejo Reyes,Jose Francisco",1,,,,,,"Mexico City, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jose G Flores,"Flores,Jose G",1,,,,,,"Henderson, US",2006-2006,2006,2006,,,,,,,,,,,,,,,,,,,
Jose Gabriel Quintero Barajas,"Quintero Barajas,Jose Gabriel",1,,,,,,"Altamira, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Garcia Y Garcia,"Garcia Y Garcia,Jose",1,,,,,,"Mexico City, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Garzon,"Garzon,Jose",1,,,,,,"Puebla, MX",2012-2012,2012,2012,,,,,,,,,,,,,,,,,,,
Jose Gerardo Galindo Valadez,"Valadez,Jose Gerardo Galindo",1,,,,,,"Santa Clara, US",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Gerardo Muniz Elizondo,"Muniz Elizondo,Jose Gerardo",1,,,,,,"San Nicolás de los Garza, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Gerardo Trevino Ortiz,"Trevino Ortiz,Jose Gerardo",1,,,,,,"San Nicolás de los Garza, MX",2010-2010,2010,2010,,,,,,,,,,,,,,,,,,,
Jose Gerardo Velasco,"Velasco,Jose Gerardo",1,,,,,,"Mexico City, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose Gerardo Zertuche Zuani,"Zertuche Zuani,Jose Gerardo",1,,,,,,"Milpa Alta, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Geronimo De La Lama Gomez,"De La Lama Gomez,Jose Geronimo",1,,,,,,"Mérida, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose Gertrudi Bocanegra Rojas,"Bocanegra Rojas,Jose Gertrudi",1,,,,,,"Monterrey, MX",2009-2009,2009,2009,,,,,,,,,,,,,,,,,,,
Jose Guadalupe Montemayor,"Montemayor,Jose Guadalupe",1,,,,,,"Ejido Primero de Mayo, MX",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
Jose Guadalupe Salas Madrid,"Madrid,Jose Guadalupe Salas",1,,,,,,"Monterrey, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose Guadalupe Sanchez,"Sanchez,Jose Guadalupe",1,,,,,,"Mexico City, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jose Guillermo Aguirre Vazquez,"Vazquez,Jose Guillermo Aguirre",1,,,,,,"Chihuahua, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jose Guillermo Saavedra,"Saavedra,Jose Guillermo",1,,,,,,"San Miguel Ajusco, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jose Gustavo Fernandez Tea,"Tea,Jose Gustavo Fernandez",1,,,,,,"San Fernando, MX",2005-2005,2005,2005,,,,,,,,,,,,,,,,,,,
Jose Gutierrez Aguilar,"Gutierrez Aguilar,Jose",1,,,,,,"Querétaro, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jose Heriberto Torres Montalvo,"Torres Montalvo,Jose Heriberto",1,,,,,,"Guadalajara, MX",2005-2005,2005,2005,,,,,,,,,,,,,,,,,,,
Jose Hernandez Burgos,"Hernandez Burgos,Jose",1,,,,,,"Yécora, MX",2003-2003,2003,2003,,,,,,,,,,,,,,,,,,,
Jose Higinio Sanchez Dominguez,"Dominguez,Jose Higinio Sanchez",1,,,,,,"Querétaro, MX",2010-2010,2010,2010,,,,,,,,,,,,,,,,,,,
Jose Humberto Gutierrez Gaspar,"Gutierrez Gaspar,Jose Humberto",1,,,,,,"Santiago Yancuitlalpan, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Humberto OROZCO AGUAYO,"OROZCO AGUAYO,Jose Humberto",1,,,,,,"La Paz, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jose I Alarcon,"Alarcon,Jose I",1,,,,,,"San Fernando, MX",2005-2005,2005,2005,,,,,,,,,,,,,,,,,,,
Jose Ignacio Regla CONTRERAS,"CONTRERAS,Jose Ignacio Regla",1,,,,,,"Miguel Alemán, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Isabel Gomez Quinones,"Gomez Quinones,Jose Isabel",1,,,,,,"Monterrey, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Israel Castro,"Castro,Jose Israel",1,,,,,,"Naucalpan, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose J Arturo Talancon,"Talancon,Jose J Arturo",1,,,,,,"Mexico City, MX",2007-2007,2007,2007,,,,,,,,,,,,,,,,,,,
Jose J Ortiz Godinez,"Godinez,Jose J Ortiz",1,,,,,,"Jalisco, MX",2004-2004,2004,2004,,,,,,,,,,,,,,,,,,,
Jose J Rangel,"Rangel,Jose J",1,,,,,,"Hico, US",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jose Jafet Garcia Pichardo,"Garcia Pichardo,Jose Jafet",1,,,,,,"Santa Ana, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Jaime Preciado Villanueva,"Preciado Villanueva,Jose Jaime",1,,,,,,"Copoya, MX",2002-2002,2002,2002,,,,,,,,,,,,,,,,,,,
Jose Jaime Zuniga Bravo,"Bravo,Jose Jaime Zuniga",1,,,,,,"Jalisco, MX",2008-2008,2008,2008,,,,,,,,,,,,,,,,,,,
Jose Jasson Flores Arellano,"Flores Arellano,Jose Jasson",1,,,,,,"Toluca, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Javier Garcia Ramirez,"Garcia Ramirez,Jose Javier",1,,,,,,"Nalda, ES",2005-2005,2005,2005,,,,,,,,,,,,,,,,,,,
Jose Javier Mejia Pavon,"Mejia Pavon,Jose Javier",1,,,,,,"Toluca, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Juan Garcia Hernandez,"Garcia Hernandez,Jose Juan",1,,,,,,"Mexico City, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jose Juan Martinez Contreras,"Martinez Contreras,Jose Juan",1,,,,,,"El Control, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Juan Valadez Lopez,"Valadez Lopez,Jose Juan",1,,,,,,"Monterrey, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Juan Villarreal Gonzalez,"Villarreal Gonzalez,Jose Juan",1,,,,,,"San Mateo del Mar, MX",2002-2002,2002,2002,,,,,,,,,,,,,,,,,,,
Jose Julian Sanchez Hernandez,"Sanchez Hernandez,Jose Julian",1,,,,,,"Texcoco de Mora, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose L Adrio,"Adrio,Jose L",1,,,,,,"León, ES",2002-2002,2002,2002,,,,,,,,,,,,,,,,,,,
Jose L Dimas,"Dimas,Jose L",1,,,,,,"Topilejo, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Jose L Reyes Taboada,"Reyes Taboada,Jose L",1,,,,,,"Mexico City, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jose L Sanchez Pina,"Sanchez Pina,Jose L",1,,,,,,"Chihuahua, MX",2005-2005,2005,2005,,,,,,,,,,,,,,,,,,,
Jose Leon Vega Paez,"Vega Paez,Jose Leon",1,,,,,,"Querétaro, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jose Leoncio Valdez Hernandez,"Valdez Hernandez,Jose Leoncio",1,,,,,,"Aguascalientes, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jose Leopoldo Aguilar Faisal,"Aguilar Faisal,Jose Leopoldo",1,,,,,,"Valladolid, MX",2004-2004,2004,2004,,,,,,,,,,,,,,,,,,,
Jose Lombard Araujo,"Lombard Araujo,Jose",1,,,,,,"San Pedro Garza García, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose Lopez Bucio,"Lopez Bucio,Jose",1,,,,,,"Morelia, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Jose Lopez Medina,"Medina,Jose Lopez",1,,,,,,"Michoacán, MX",2010-2010,2010,2010,,,,,,,,,,,,,,,,,,,
Jose Luis Alcantar Ye,"Ye,Jose Luis Alcantar",1,,,,,,"Ejido Primero de Mayo, MX",2008-2008,2008,2008,,,,,,,,,,,,,,,,,,,
Jose Luis Arroyave Garcia,"Arroyave Garcia,Jose Luis",1,,,,,,"Jacona de Plancarte, MX",2002-2002,2002,2002,,,,,,,,,,,,,,,,,,,
Jose Luis Campos Orozco,"Campos Orozco,Jose Luis",1,,,,,,"Paseos del Pedregal, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Luis Duenas,"Duenas,Jose Luis",1,,,,,,"Aguascalientes, MX",2007-2007,2007,2007,,,,,,,,,,,,,,,,,,,
Jose Luis Enriquez Carrejo,"Enriquez Carrejo,Jose Luis",1,,,,,,"La Y Griega, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Luis Esteban Cordero Gomez Del Campo,"Cordero Gomez Del Campo,Jose Luis Esteban",1,,,,,,"Irapuato, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jose Luis Flores Montano,"Flores Montano,Jose Luis",1,,,,,,"Guadalajara, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Jose Luis Gordillo Moscoso,"Gordillo Moscoso,Jose Luis",1,,,,,,"Monterrey, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Luis Gutierres Floress,"Floress,Jose Luis Gutierres",1,,,,,,"Tijuana, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Jose Luis Hernandez Guzman,"Hernandez Guzman,Jose Luis",1,,,,,,"Cuautitlán Izcalli, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose Luis Herrera Martinez,"Herrera Martinez,Jose Luis",1,,,,,,"Jalisco, MX",2012-2012,2012,2012,,,,,,,,,,,,,,,,,,,
Jose Luis Lara Gonzalez,"Lara Gonzalez,Jose Luis",1,,,,,,"Jalisco, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jose Luis Ledesma,"Ledesma,Jose Luis",1,,,,,,"Toluca, MX",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Jose Luis Martin Gerez,"Martin Gerez,Jose Luis",1,,,,,,"Rosarito, MX",2000-2000,2000,2000,,,,,,,,,,,,,,,,,,,
Jose Luis Martinez Lopez,"Martinez Lopez,Jose Luis",1,,,,,,"San Mateo del Mar, MX",2005-2005,2005,2005,,,,,,,,,,,,,,,,,,,
Jose Luis Maya Ceballos,"Maya Ceballos,Jose Luis",1,,,,,,"Toluca, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jose Luis Medellin Garibay,"Garibay,Jose Luis Medellin",1,,,,,,"San Luis Potosí, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Luis Mejia,"Mejia,Jose Luis",1,,,,,,"Canton, US",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Luis Mendoza Azanza,"Azanza,Jose Luis Mendoza",1,,,,,,"Zapopan, MX",2020-2020,2020,2020,,,,,,,,,,,,,,,,,,,
Jose Luis Miranda Valencia,"Miranda Valencia,Jose Luis",1,,,,,,"Celaya, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Luis Peralta,"Peralta,Jose Luis",1,,,,,,"Querétaro, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jose Luis Perez Bonilla,"Bonilla,Jose Luis Perez",1,,,,,,"Estado de México, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose Luis Rueda Nunez,"Rueda Nunez,Jose Luis",1,,,,,,"Michoacán, MX",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
Jose Luis Sanchez Llamazares,"Sanchez Llamazares,Jose Luis",1,,,,,,"San Luis Potosí, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Luis Santiago Garcia,"Santiago Garcia,Jose Luis",1,,,,,,"Mérida, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Luis Urrusti,"Urrusti,Jose Luis",1,,,,,,"Acapulco, MX",2003-2003,2003,2003,,,,,,,,,,,,,,,,,,,
Jose Manuel Flores Jauregui,"Flores Jauregui,Jose Manuel",1,,,,,,"Heroica Nogales, MX",2007-2007,2007,2007,,,,,,,,,,,,,,,,,,,
Jose Manuel Fraga Munoz,"Fraga Munoz,Jose Manuel",1,,,,,,"Arroyo Seco, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jose Manuel Hernandez Quintana,"Quintana,Jose Manuel Hernandez",1,,,,,,"Reynosa, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jose Manuel Hernandez Vazquez,"Hernandez Vazquez,Jose Manuel",1,,,,,,"Jalisco, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose Manuel Holquin Remolina,"Holquin Remolina,Jose Manuel",1,,,,,,"Dzibalchén, MX",2006-2006,2006,2006,,,,,,,,,,,,,,,,,,,
Jose Manuel Lopez Gallo Gomez,"Gomez,Jose Manuel Lopez Gallo",1,,,,,,"Cuernavaca, MX",2002-2002,2002,2002,,,,,,,,,,,,,,,,,,,
Jose Manuel Martinez Lopez,"Martinez Lopez,Jose Manuel",1,,,,,,"Chihuahua, MX",2018-2018,2018,2018,,,,,,,,,,,,,,,,,,,
Jose Manuel Mendoza Perez,"Mendoza Perez,Jose Manuel",1,,,,,,"Querétaro, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jose Manuel Monroe Monroy,"Monroy,Jose Manuel Monroe",1,,,,,,"Jalisco, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jose Manuel Narvaez Mastache,"Narvaez Mastache,Jose Manuel",1,,,,,,"Durango, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose Manuel Rodriguez Dominguez,"Rodriguez Dominguez,Jose Manuel",1,,,,,,"Guadalajara, MX",2011-2011,2011,2011,,,,,,,,,,,,,,,,,,,
Jose Manuel Saniger Blesa,"Saniger Blesa,Jose Manuel",1,,,,,,"Mexico City, MX",2014-2014,2014,2014,,,,,,,,,,,,,,,,,,,
Jose Manuel Villasenor,"Villasenor,Jose Manuel",1,,,,,,"Huixquilucan de Degollado, MX",2015-2015,2015,2015,,,,,,,,,,,,,,,,,,,
Jose Maria Beltran Corona,"Beltran Corona,Jose Maria",1,,,,,,"Tlalnepantla, MX",2016-2016,2016,2016,,,,,,,,,,,,,,,,,,,
Jose Maria Cecilio Rosales Camarena,"Rosales Camarena,Jose Maria Cecilio",1,,,,,,"Jalisco, MX",2019-2019,2019,2019,,,,,,,,,,,,,,,,,,,
Jose Maria Cristiani,"Cristiani,Jose Maria",1,,,,,,"Cholula, MX",2022-2022,2022,2022,,,,,,,,,,,,,,,,,,,
Jose Maria Islas Manzur,"Islas Manzur,Jose Maria",1,,,,,,"Mexico City, MX",2021-2021,2021,2021,,,,,,,,,,,,,,,,,,,
Jose Maria Rodriguez Lelis,"Rodriguez Lelis,Jose Maria",1,,,,,,"Tlaxco, MX",2013-2013,2013,2013,,,,,,,,,,,,,,,,,,,
Jose Maria Viader Salvado,"Salvado,Jose Maria Viader",1,,,,,,"Tamazunchale, MX",2002-2002,2002,2002,,,,,,,,,,,,,,,,,,,
