NOMBRE DEL INVESTIGADOR
"AALI BUJARI,ALI"
"VALLEBUENO GARCINAVA,MIGUEL FELIPE DE JESUS"
"VALLEJO ALLENDE,MAITE"
"VALLEJO BECERRA,VANESSA"
"VALLEJO CARDONA,ALBA ADRIANA"
"VALLEJO CARLOS,BERTHA"
"VALLEJO CASARIN,ALMA GLORIA"
"VALLEJO CLEMENTE,EDGAR EMMANUEL"
"VALLEJO GALLAND,BELINDA"
"VALLEJO GUTIERREZ,JOSE REFUGIO"
"VALLEJO HERNANDEZ,LAURA HAYDEE"
"VALLEJO JIMENEZ,BENJAMIN"
"VALLEJO MARIN,MARIO"
"VALLEJO MONTANO,VIRGILIO ANTONIO"
"VALLEJO MONTESINOS,JAVIER"
"VALLEJO NARVAEZ,WILMER ESTEBAN"
"VALLEJO PEREZ,MOISES ROBERTO"
"VALLEJO RAMOS,MARIANA"
"VALLEJO RODRIGUEZ,RAMIRO"
"VALLEJO ROMAN,JANETT"
"VALLEJO RUIZ,VERONICA"
"VALLEJO TRUJILLO,LUZ STELLA"
"VALLEJO VENEGAS,ENRIQUE PABLO"
"VALLEJO VERA,SEBASTIAN"
"VALLEJOS PARAS,ALFONSO"
"VALLEJOS PARAS,CECILIA"
"VALLEJOS SANCHEZ,ANA ALICIA"
"VALLES ARAGON,MARIA CECILIA"
"VALLES BARAJAS,FERNANDO"
"VALLES DE LA MORA,BRAULIO"
"VALLES MEDINA,ANA MARIA"
"VALLES RUIZ,ROSA MARIA"
"VALLES SALAS,BEATRIZ ELENA"
"VALLES SANTILLAN,GABRIELA GUADALUPE"
"VALLIKAVUNGAL DEVASSIA,JOBISH"
"VALLURU,RAVI"
"VALOR REED,ALMA ROSA"
"VALQUI CACHI,CAMILO"
"VALTIERRA CARRANZA,IVAN FERNANDO"
"VALTIERRA GALLARDO,SALVADOR"
"VALTIERRA OLIVARES,JOEL EVERARDO"
"VALTIERRA PACHECO,ESTEBAN"
"VALTIERRA RODRIGUEZ,MARTIN"
"VALTIERRA ZAMUDIO,JORGE"
"VILLARREAL GUEVARA,MARIA GUADALUPE"
"VALVERDE FRANCO,RAUL"
"VALVERDE GARDUNO,BERTHA VERONICA"
"VALVERDE LOYA,MIGUEL ANGEL"
"VALVERDE PADILLA,PEDRO LUIS"
"VALVERDE PEREZ,NURIA"
"VALVERDE RAMIREZ,MAHARA ANGELICA"
"VALVERDE VIESCA,KARLA"
"VALYAVIN,GENNADY"
"VAN  T HOOFT,ANUSCHKA JOHANNA MARIA"
"VAN AFFERDEN MOELDERS,MANFRED JOSEF"
"VAN BELLE,SARIE"
"VAN BRUSSEL,EVELYN"
"VAN DER HEIDEN JORIS,ALBERT MAURITS"
"VAN DER KNAAP,MATTHIJS"
"VAN DER WAL,JOHANNES CORNELIS"
"VAN DIJK KOCHERTHALER,SYLVIA CATHARINA"
"VAN DOESBURG DIEMER,GEERT BASTIAAN"
"VAN GAMEREN,EDWIN"
"VAN HOREBEEK BOETS,JOHAN JOZEF LODE"
"VAN HOUT,CRISTOPHER VINCENT"
"VAN TUSSENBROEK RIBBINK,BRIGITTA INE"
"VANDA CANTON,BEATRIZ"
"VANDAME,REMY"
"VANDAME,REMY BENOIT MARIE"
"VANEGA ROMERO,SALLY"
"VANEGAS DURAN,CLAUDIA MARCELA"
"VANEGAS ESPINOZA,PABLO EMILIO"
"VANEGAS FARFANO,MINERVA THALIA JUNO"
"VANEGAS PEREZ,RUTH CECILIA"
"VARGAS CANALES,JUAN MANUEL"
"VANEGAS RODRIGUEZ,EDGAR SAMUEL"
"VANOYE CARLO,AMERICA"
"VANOYE ELIGIO,MAXIMILIANO"
"VANOYE ELIGIO,VENANCIO"
"VAQUERA APARICIO,DENISSE NATALIE"
"VAREA Y GILABERT,CARMEN JOSEFA LUCIANA"
"VARELA BARRAZA,HILDA GUADALUPE"
"VARELA BARRAZA,JULIO AGUSTIN"
"VARELA BOYDO,CESAR ALEJANDRO"
"VARELA SCHERRER,CARLOS MIGUEL"
"VARELA CASELIS,JENARO LEOCADIO"
"VARELA ECHAVARRIA,ALFREDO"
"VARELA FASCINETTO,GUSTAVO"
"VARELA FUENTES,SOSTENES EDMUNDO"
"VARELA GARAY,ROSA MARIA"
"VARELA GASQUE,ANA SOFIA"
"VARELA GUERRERO,JORGE ANTONIO"
"VARELA GUINOT,HELENA MARIA"
"VARELA HAM,JUAN RUBEN"
"VARELA HUERTA,JANIK AMARELA"
"VARELA JUAREZ,RICARDO ALFREDO"
"VARELA LLAMAS,ROGELIO"
"VARELA MEDINA,NESTOR DANIEL"
"VARELA PETITO,GONZALO"
"VARELA RIVERA,JORGE LUIS"
"VARELA RODRIGUEZ,HUGO"
"VARELA ROMERO,CESAR WALTERIO"
"VARELA VEGA,CARLOS GEOVANNI"
"VARELLA MOLLICK,ANDRE"
"VARGAS AGUILAR,RENE OSVALDO"
"VARGAS ALBORES,ARMANDO FRANCISCO"
"VARGAS ALEJO,VERONICA"
"VARGAS ALFREDO,NELSON"
"VARGAS ALVAREZ,DOLORES"
"VARGAS AMADO,GEORGINA"
"VARGAS AMESQUITA,ALICIA"
"VARGAS ARISPURO,IRASEMA DEL CARMEN"
"VARGAS ARISTA,BENJAMIN"
"VARGAS ARREOLA,FRANCISCO MANUEL"
"VARGAS Y SALGUERO,RAMON"
"VARGAS BARRAZA,JUAN ANTONIO"
"VARGAS BARRON,JESUS"
"VARGAS BECERRIL,NANCY"
"VARGAS BELLO PEREZ,EINAR"
"VARGAS BERNAL,RAFAEL"
"VARGAS BERRONES,KARLA XIMENA"
"VARGAS BETANCOURT,ENRIQUE"
"VARGAS BRACAMONTES,DULCE MARIA"
"VARGAS CAAMAL,ALBA MARGARITA"
"VARGAS CANALES,MARGARITA AURORA"
"VARGAS CANCINO,HILDA CARMEN"
"VARGAS CAPORALI,JORGE"
"VARGAS CARAVEO,ALEJANDRA"
"VARGAS CARDOSO,ORTHON RICARDO"
"VARGAS CASTRO,ERICK ZOROBABEL"
"VARGAS CASTRO,VIRIDIANA"
"VARGAS PINEDA,DIANA GABRIELA"
"VARGAS CHABLE,PEDRO"
"VARGAS CHANES,DELFINO"
"VARGAS CONTRERAS,EUNICE"
"VARGAS CONTRERAS,JORGE ALBINO"
"VARGAS CORTEZ,TERESA"
"VARGAS DE LA CRUZ,ROSA IVETTE"
"VARGAS DE LEON,CRUZ"
"VARGAS DEL RIO,DAVID"
"VARGAS DIAZ,ARELY ANAYANSI"
"VARGAS DURAZO,JUDAS TADEO"
"VARGAS ECHEVERRIA,SHILIA LISSET"
"VARGAS ESCOBAR,VIVIAN NATALIA"
"ZARAGOZA CORDERO,ALFREDO"
"VARGAS ESTRADA,DINORAH"
"VARGAS EVARISTO,SUSANA"
"ZIZALDRA HERNANDEZ,ISABEL"
"VARGAS FOSADA,RUBICELIA"
"VARGAS GALARZA,ZULLY"
"VARGAS GARCIA,EDITH MIREYA"
"VARGAS GARCIA,ELISA JOAN"
"VARGAS GARCIA,TOMAS MIGUEL"
"VARGAS GARCIA,VICENTE"
"VARGAS GASTELUM,LLUVIA BEATRIZ"
"VARGAS GUADARRAMA,CARLOS ARTURO"
"VARGAS GUERRERO,BELINDA"
"VARGAS GUTIERREZ,YAZMIN"
"VARGAS HUICOCHEA,INGRID"
"VARGAS HUIPE,NURIA DELIA"
"VARGAS JARILLO,CRISTOBAL"
"VARGAS JIMENEZ,ESPERANZA"
"VARGAS LARRETA,BENEDICTO"
"VARGAS LEON,ENAIM AIDA"
"VARGAS LOPEZ,ERENDIRA YARETH"
"VARGAS MADRIZ,HAIDEL"
"VARGAS MAGANA,MARCOS CESAR"
"VARGAS MARTIN,MIGUEL"
"VARGAS MARTINEZ,HECTOR SIMON"
"VARGAS MAYA,NAURU IDALIA"
"VARGAS MEJIA,MIGUEL ANGEL"
"VARGAS MELEZA,LILIANA"
"VARGAS MENDEZ,RODOLFO AMALIO"
"VARGAS MENDOZA,CARLOS FABIAN"
"VARGAS MONTERO,JULIA MICAELA DE GUADALUPE"
"VARGAS MONTES,PALOMA"
"VARGAS MUNOZ,JUVENAL"
"VARGAS NERI,JESSICA LILIANA"
"VARGAS NUNEZ,BLANCA INES"
"VARGAS OBIETA,CARLOS"
"VARGAS OLIVARES,ARTURO"
"VARGAS OLMOS,CECILIA"
"VARGAS OROZCO,CYNTHIA MARISOL"
"VARGAS ORTIZ,KATYA"
"VARGAS ORTIZ,RAMON ALVARO"
"VARGAS OSORIO,ZULEMA"
"VARGAS OSUNA,LIDIA ESTHER"
"VARGAS PACHECO,ERNESTO"
"VARGAS PALACIOS,ARMANDO"
"VARGAS PARADA,LAURA DEL CARMEN"
"VARGAS PAREDES,MARTIN SAUL"
"VARGAS PARRA,GARDENIA MARIA"
"VARGAS PARRA,MARIA VIOLETA"
"VARGAS PELLICER,PAULA"
"VARGAS PEREZ,ALBERTO IGNACIO"
"VARGAS PEREZ,ITZEL AIDE"
"VARGAS PEREZ,LAURA SILVIA"
"VARGAS PEREZ,MAGDA PATRICIA"
"VARGAS PONCE DE LEON,VALERIA"
"VARGAS PONCE,OFELIA"
"VILLEGAS SAUCILLO,J. JESUS"
"VARGAS REQUENA,CLAUDIA LUCIA"
"VARGAS ROBLES,HILDA"
"VARGAS ROCHA,BRENDA CASANDRA"
"VARGAS RODRIGUEZ,YOLANDA MARINA"
"VARGAS ROSALES,CESAR"
"VARGAS RUIZ,MARIA MAGALY"
"VARGAS SALGADO,MARIA MARISELA"
"VARGAS SANCHEZ,JUAN ROBERTO"
"VARGAS SANCHEZ,REY DAVID"
"VARGAS SANDOVAL,MARGARITA"
"VARGAS SANTIAGO,LUIS ADRIAN"
"VARGAS SANTILLAN,MA. DE LOURDES"
"VARGAS SEGURA,ALEJANDRA ISABEL"
"VARGAS SOLAR,GENOVEVA"
"VARGAS SOTO,JOSE EMILIO"
"VARGAS SUAREZ,MARIA DEL ROSIO"
"VARGAS TELLEZ,CESAR OCTAVIO"
"VARGAS TELLEZ,JORGE ALBERTO"
"VARGAS TORRES,APOLONIO"
"VARGAS TREVINO,MARCIANO"
"VARGAS TREVINO,MARIA AURORA DIOZCORA"
"VARGAS TRISTAN,VIRGINIA"
"VARGAS UBERA,JAVIER"
"VARGAS URIBE,GUILLERMO"
"VARGAS VALLE,EUNICE DANITZA"
"VARGAS VAZQUEZ,VICTOR ABRAHAM"
"VARGAS VEGA,BRENDA"
"VARGAS VEGA,MINERVA GUADALUPE"
"VARGAS VILLAMIL,FELIPE DE  JESUS"
"VARGAS VILLAMIL,LUIS MANUEL"
"VARGAS VILLARREAL,JAVIER"
"VARGAS VILLAVICENCIO,JOSE ANTONIO"
"VARGAS VORACKOVA,FLORENCIA"
"VARGAS ZAPATA,RIGOBERTO"
"VARGAS ZUNIGA,GABRIELA IDANIA"
"VARGAS,MARIA RUBI"
"VARGASLUGO RANGEL,ELISA"
"VARGUEZ Y PASOS,LUIS AMILCAR"
"VARLEY MIDDLE,NICHOLAS ROBERT"
"VARONA SALAZAR,JORGE"
"VASAVILBAZO SAUCEDO,ANDRES"
"VASCONCELOS MENDEZ,RUBEN"
"VASCONCELOS VILACA,GUILHERME"
"VASEN,FEDERICO"
"VASILEVSKI KRIVTSOVA,NIKOLAI"
"VASILIEVNA KHARISSOVA,OXANA"
"VASQUEZ AGUILAR,NYDIA CORINA"
"VASQUEZ ARROYO,JESUS"
"VASQUEZ ESPINAL,ALEJANDRO"
"VASQUEZ BAHENA,JAZMIN"
"VASQUEZ BOLANOS,MIGUEL"
"VASQUEZ CORTES,MATEO"
"VASQUEZ CRUZ,MARILYN"
"VASQUEZ DEL MERCADO CORDERO,OSCAR"
"VASQUEZ ELIZONDO,ROMAN MANUEL"
"VASQUEZ GALAN,BELEM ILIANA"
"VAZQUEZ GARCIA,MARCELINO"
"VASQUEZ GARCIA,SALOMON RAMIRO"
"VASQUEZ GARIBAY,EDGAR MANUEL"
"VASQUEZ GARZON,VERONICA ROCIO"
"VASQUEZ GOMEZ,JUAN IRVING"
"VASQUEZ GONZALEZ,ALICIA YANETH"
"VASQUEZ GOVEA,ALEJANDRO DIZAN"
"VASQUEZ HERNANDEZ,GABRIEL ISRAEL"
"VASQUEZ JIMENEZ,JOSE CLEMENTE"
"VAZQUEZ ACOSTA,FRANCISCO"
"VAZQUEZ BOTELLO,ALFONSO"
"VAZQUEZ HIPOLITO,VIRGILIO"
"VASQUEZ MARTINEZ,CLAUDIO RAFAEL"
"VASQUEZ MEDRANO,RUBEN CESAR"
"VASQUEZ MEJIAS,AINHOA MONTSERRAT"
"VASQUEZ MENDEZ,LUIS"
"VELAZQUEZ MOCTEZUMA,JAVIER"
"VASQUEZ MONTANO,ROSARIO MARGARITA"
"VASQUEZ MORALES,SURIA GISELA"
"VASQUEZ MURRIETA,MARIA SOLEDAD"
"VASQUEZ ORDONEZ,AYMER ANDRES"
"VASQUEZ ORTIZ,ZUILMA YURITH"
"VASQUEZ PROCOPIO,JOHANA"
"VASQUEZ QUEVEDO,NOEMI"
"VASQUEZ REYES,SARAI"
"VASQUEZ ROJAS,CLAUDIA"
"VASQUEZ SANCHEZ,JORGE RICARDO"
"VAZQUEZ CERVANTES,ALBERTO"
"VASQUEZ TOLEDO,LUIS ALBERTO"
"VASQUEZ TORRES,MARIA DEL CARMEN"
"VASQUEZ TREVINO,DIANA MARICELA"
"VASQUEZ VELASQUEZ,ANA ISABEL"
"VASQUEZ YEOMANS,LOURDES"
"VASSALLO BRIGNETI,ETTORE CIRO"
"VASSALLO MORALES,LUIS FERNANDO"
"VAUDRY,ELODIE NADEGE"
"VAUTRAVERS TOSCA,GUADALUPE"
"VAZQUEZ ACEVEDO,MIRIAM"
"VAZQUEZ ACEVEDO,SELENE"
"VAZQUEZ AGUILAR,REYNA ARELI"
"VAZQUEZ AHUMADA,MARIA ANDREA"
"VELAZQUEZ VILLEGAS,FERNANDO"
"VAZQUEZ AZUARA,CARLOS ANTONIO"
"VAZQUEZ ALVARADO,JORGE MIGUEL PAULINO"
"VAZQUEZ ALVARADO,RIGOBERTO EUSTACIO"
"VAZQUEZ ALVAREZ,ALAN OMAR"
"VAZQUEZ NAVARRETE,CESAR JESUS"
"VAZQUEZ CHAGOYAN,JUAN CARLOS"
"VAZQUEZ MARTINEZ,ALEJANDRO ERNESTO"
"VAZQUEZ ARENAS,JORGE GABRIEL"
"VAZQUEZ AREVALO,ROSALIA"
"VAZQUEZ MAYORGA,EMMANUEL"
"VAZQUEZ AVEDILLO,JOSE FERNANDO"
"VAZQUEZ OBREGON,DAGOBERTO"
"VAZQUEZ ARREOLA,LETICIA"
"VELAZQUEZ RAMIREZ,ADRIAN"
"VAZQUEZ BADER,ANA ROSA"
"VAZQUEZ BARRIOS,MA. ESTELA"
"VAZQUEZ BAUTISTA,RENE FABIAN"
"VAZQUEZ BECERRA,GUADALUPE ESTEBAN"
"VELAZQUEZ BECERRA,CRISANTO"
"VAZQUEZ VICTORIO,GABRIELA"
"VAZQUEZ BERNAL,KARINA"
"VAZQUEZ BOUCARD OVANDO,CELIA GLORIA"
"VAZQUEZ BRAVO,JOSE JAIME"
"VAZQUEZ BRAVO,LUZ ELENA"
"VAZQUEZ BUENOS AIRES,JOSE OCTAVIO"
"VAZQUEZ CABRAL,BLANCA DENIS"
"VAZQUEZ CAMPA,VIOLETA"
"VAZQUEZ CARDENAS,NORMA ALEJANDRA"
"VAZQUEZ CARDOZO,RODOLFO DARIO"
"VAZQUEZ CARRANZA,ARIEL"
"VAZQUEZ CARRILLO,MARIA GRICELDA"
"VELAZQUEZ MARRONI,CINTIA"
"VAZQUEZ CEBALLOS,CRISTO AVIMAEL"
"VAZQUEZ CELESTINO,DALIA"
"VAZQUEZ CERVANTES,GUSTAVO IGNACIO"
"VAZQUEZ CHAVEZ,JOSUE"
"VAZQUEZ CHIMALHUA,ERNESTO"
"VAZQUEZ CID DE LEON,CARLOS"
"VAZQUEZ CISNEROS,ISAAC"
"VAZQUEZ CISNEROS,KARINA WENDOLINE"
"VAZQUEZ CISNEROS,LUCIA CRISTINA"
"VAZQUEZ COLUNGA,JULIO CESAR"
"VELAZQUEZ CONTRERAS,LUIS EDUARDO"
"VELAZQUEZ TORRES,BLANCA OLIVIA"
"VAZQUEZ CRUZ,CANDELARIO"
"VAZQUEZ SANCHEZ,RUBEN ALEJANDRO"
"VAZQUEZ CUCHILLO,ODILON"
"VAZQUEZ CUECUECHA,OSCAR GUMERSINDO"
"VAZQUEZ CUEVAS,FRANCISCO GABRIEL"
"VAZQUEZ CUEVAS,GABRIELA MARISOL"
"VAZQUEZ DE ANDA,GILBERTO FELIPE"
"VAZQUEZ DE LA ROSA,JAIME FABIAN"
"VAZQUEZ DE LARA CISNEROS,LUIS GUILLERMO"
"VAZQUEZ DEL MERCADO ALMADA,SALVADOR"
"VAZQUEZ DEL MERCADO ESPINOSA,MONICA"
"VAZQUEZ DELFIN,ERIKA FABIOLA"
"VAZQUEZ DELGADO,BLANCA DELIA"
"VAZQUEZ DELGADO,HECTOR DANIEL"
"VAZQUEZ ESTRADA,DAVID ALEJANDRO"
"VAZQUEZ DIAZ,NORMA HILDA"
"VAZQUEZ DOMINGUEZ,ELLA GLORIA"
"VAZQUEZ DUHALT,RAFAEL"
"VAZQUEZ RAYGOZA,ALEJANDRA GUADALUPE"
"VAZQUEZ ECHEVERRIA,CITLALI"
"VAZQUEZ ELIZONDO,GENARO"
"VAZQUEZ ESPINOZA DE LOS MONTEROS,ROBERTO ANTONIO"
"VAZQUEZ ESQUIVEL,EFREN"
"VAZQUEZ ESTRADA,OMAR WILFRIDO"
"VAZQUEZ FLETES,ROBERTO CARLOS"
"VAZQUEZ FEIJOO,JUAN ALEJANDRO"
"VAZQUEZ FERNANDEZ,ERIK EDUARDO"
"VAZQUEZ FERREL,CARLOS JAVIER"
"VAZQUEZ FLORES,ALMA ANGELICA"
"VAZQUEZ FLORES,ERIKA JULIETA"
"VAZQUEZ FLORES,JOSE ANDRES"
"VAZQUEZ FLOTA,FELIPE AUGUSTO"
"VAZQUEZ FONSECA,GERARDO JORGE"
"VAZQUEZ MORALES,ROSARIO"
"VAZQUEZ GALVEZ,FELIPE ADRIAN"
"VAZQUEZ GARCIA,AGUSTIN RAYMUNDO"
"VAZQUEZ GARCIA,ANGEL WILHELM"
"VAZQUEZ GARCIA,FEDERICO PABLO"
"VAZQUEZ GARCIA,JOAQUIN"
"VAZQUEZ GARCIA,MIRIAM NOHEMI"
"VAZQUEZ GARCIDUENAS,MA. SOLEDAD"
"VAZQUEZ GARZA,EDUARDO"
"VAZQUEZ GOMEZ BISOGNO,FRANCISCO"
"VAZQUEZ GONZALEZ,GUILLERMO CESAR"
"VAZQUEZ GONZALEZ,NATALIA IX CHEL"
"VAZQUEZ GUERRA,ROCIO JASMIN"
"VAZQUEZ GUEVARA,VICTOR HUGO"
"VAZQUEZ GUILLEN,JOSE MANUEL"
"VAZQUEZ GUTIERREZ,FELIPE"
"VAZQUEZ GUZMAN,DAVID"
"VAZQUEZ HERNANDEZ,LUIS BERNARDO"
"VAZQUEZ HERNANDEZ,MYRNA NALLELY"
"VAZQUEZ HERNANDEZ,SERGIO DANIEL"
"VAZQUEZ HONORATO,LUIS ARTURO"
"VAZQUEZ HUERTA,GERARDO"
"VAZQUEZ HURTADO,FEDERICO"
"VAZQUEZ HURTADO,GABRIELA"
"VAZQUEZ ISLAS,GRECIA"
"VAZQUEZ JACCAUD,CAMILLE"
"VAZQUEZ JAUREGUI,ERIC"
"VAZQUEZ JIMENEZ,CESAR AUGUSTO"
"VAZQUEZ JIMENEZ,JOSE GUSTAVO"
"VAZQUEZ JUAREZ,CLAUDIA LILIANA"
"VAZQUEZ LANDAVERDE,PEDRO ALBERTO"
"VAZQUEZ LASLOP,MARIA EUGENIA MARCELINA"
"VAZQUEZ LASLOP,MARTHA VERONICA"
"VAZQUEZ LEON,LUCIO ABEL"
"VAZQUEZ LEON,PRISCILA"
"VAZQUEZ LOPEZ,YESSICA VIRIDIANA"
"VAZQUEZ LEPE,MILTON OSWALDO"
"VAZQUEZ LIMA,HUGO"
"VAZQUEZ LOBO YUREN,ALEJANDRA"
"VELAZQUEZ MENDOZA,JUAN"
"VAZQUEZ LOPEZ,HORACIO"
"VAZQUEZ LOPEZ,VERONICA AMELLALI"
"VAZQUEZ LUNA,DINORA"
"VAZQUEZ MORILLAS,ALETHIA"
"VAZQUEZ MAGGIO,MONICA LAURA"
"VAZQUEZ MANJARREZ,NATALIA"
"VAZQUEZ MANTECON,ALVARO"
"VAZQUEZ MARRUFO,GERARDO"
"VAZQUEZ MARTINEZ,BLANCA NELY"
"VAZQUEZ MARTINEZ,EDGAR RICARDO"
"VAZQUEZ MARTINEZ,OSVALDO TOMAS"
"VELAZQUEZ MARTINEZ,VICTOR"
"VAZQUEZ MAYAGOITIA,ALVARO"
"VAZQUEZ MEDINA,RUBEN"
"VAZQUEZ MELKEN,ROLANDO DAVID"
"VAZQUEZ MELLADO CERVANTES,NORA JANITZIA"
"VAZQUEZ MEMIJE,MARTHA ELISA"
"VAZQUEZ MENDEZ,BERTHA ALICIA"
"VAZQUEZ MENDOZA,PAULINA"
"VAZQUEZ MERCADO,LILIANA"
"VAZQUEZ MIRANDA,HERNAN"
"VAZQUEZ MONTEJO,PABLO AGUSTIN"
"VELAZQUEZ MARTINEZ,MARIA DE LOS ANGELES"
"VAZQUEZ Y MONTIEL,SERGIO"
"VAZQUEZ MONTOYA,ELVA LORENA"
"VAZQUEZ MORALES,WILLIAMS"
"VAZQUEZ MORENO,FLAVIO SALVADOR"
"VAZQUEZ SELEM,LORENZO"
"VAZQUEZ MORENO,MIGUEL ALEXANDER"
"VAZQUEZ MORENO,PAOLA ALMITRA"
"VELAZQUEZ ZAPATA,JUAN ALBERTO"
"VAZQUEZ NAVA,NIMROD"
"VAZQUEZ NAVA,RAUL ALFONSO"
"VAZQUEZ NAVARRETE,MARIA MARGARITA LORENA"
"VAZQUEZ NIN,GERARDO HEBERT"
"VAZQUEZ NUNEZ,SERGIO OCTAVIO"
"VAZQUEZ OCHOA,LUIS ANTONIO"
"VAZQUEZ OLIVERA,MARIO RAFAEL"
"VAZQUEZ OLIVERA,MERCEDES GABRIELA"
"VAZQUEZ OLMOS,AMERICA  ROSALBA"
"VAZQUEZ ORTIZ,GUELAGUETZA"
"VAZQUEZ OVANDO,JOSE ALFREDO"
"VAZQUEZ OVIEDO,ERICK ISRAEL"
"VAZQUEZ PADILLA,RITA XOCHITL"
"VAZQUEZ PALACIOS,FELIPE ROBOAM"
"VAZQUEZ PALACIOS,GONZALO"
"VAZQUEZ PARADA,LOURDES CELINA"
"VAZQUEZ PARRA,JOSE CARLOS"
"VAZQUEZ PERALTA,HERIBERTO JESUS"
"VAZQUEZ PERALTA,OTNIEL"
"VAZQUEZ PEREZ,JOEL ARMANDO"
"VAZQUEZ PINON,MATIAS"
"VAZQUEZ PIOMBO,PABLO"
"VAZQUEZ POLO,GUSTAVO ADOLFO"
"VAZQUEZ QUINTERO,GRISELDA"
"VAZQUEZ RAMIREZ,EDGAR ENRIQUE"
"VAZQUEZ ROJAS,ANGELICA MARIA"
"VAZQUEZ REYES,CHRISTIAN JAVIER"
"VAZQUEZ REYES,LEOPOLDO DANIEL"
"VAZQUEZ REYES,SODEL"
"VAZQUEZ RODRIGUEZ,ELIZA MIREYA"
"VELAZQUEZ RODRIGUEZ,ELISA BERTHA"
"VAZQUEZ ROJAS MALDONADO,VIOLETA"
"VAZQUEZ ROMAN,RICHART"
"VAZQUEZ ROQUE,RUBEN ANTONIO"
"VAZQUEZ ROSALES,JOSE GUILLERMO"
"VAZQUEZ ROSALES,REYES"
"VAZQUEZ ROSAS LANDA,MIRNA"
"VAZQUEZ RUIZ,ADOLFO"
"VAZQUEZ SALAS,RUTH ARGELIA"
"VAZQUEZ SALAZAR,CARLOS OTTO"
"VAZQUEZ SALGUERO,DAVID EDUARDO"
"VAZQUEZ SALVADOR,NALLELY"
"VAZQUEZ SANCHEZ,ALMA YOLANDA"
"VAZQUEZ SANCHEZ,MONSERRAT"
"VAZQUEZ SANDRIN,GERMAN"
"VAZQUEZ SANROMAN,DOLORES BEATRIZ"
"VAZQUEZ SANTACRUZ,EDUARDO FILEMON"
"VAZQUEZ SANTANA,SONIA"
"VAZQUEZ SANTILLAN,KARLA ITZEL"
"VAZQUEZ SAUCEDA,MARIA DE LA LUZ"
"VAZQUEZ SEMADENI,ENRIQUE CRISTIAN"
"VAZQUEZ SEMADENI,MARIA EUGENIA"
"VAZQUEZ SOLIS,VALENTE"
"VAZQUEZ SOTO,GUADALUPE VERONICA"
"VAZQUEZ TOPETE,CARLOS RENATO"
"VAZQUEZ TORRES,GABRIEL JESUS"
"VAZQUEZ TOVAR,EDUARDO GONZALO"
"VAZQUEZ TZOMPANTZI,ERIKA"
"VAZQUEZ ULLOA,MARIA ALICIA ELENAE"
"VAZQUEZ VELAZQUEZ,VERONICA"
"VAZQUEZ VALDEZ,JORGE ALEJANDRO"
"VAZQUEZ VALENCIA,ELSA FABIOLA"
"VAZQUEZ VALENZUELA,DAVID ADAN"
"VAZQUEZ VALERDI,DIANA ELIZABETH"
"VAZQUEZ VALLEJO,JOSE JESUS SALVADOR"
"VAZQUEZ VAZQUEZ,CIRILO"
"VAZQUEZ VAZQUEZ,FEBE CAROLINA"
"VAZQUEZ VAZQUEZ,JOSE DIONICIO"
"VAZQUEZ VEGA,SALVADOR"
"VAZQUEZ VELAZQUEZ,ARTURO ROMAN"
"VAZQUEZ VELEZ,EDNA"
"VAZQUEZ Y VERA,JOSEFINA ZORAIDA"
"VAZQUEZ VILLA,ALEXIS"
"VAZQUEZ VILLANUEVA,JOSE"
"VAZQUEZ VILLEGAS,OLGA PATRICIA"
"VAZQUEZ VILLEGAS,PAOLA TAYDE"
"VAZQUEZ YANES,CARLOS RAFAEL"
"VAZQUEZ ZACARIAS,MANUEL ALEXIS"
"VAZQUEZ ZAMUDIO,MIRIAM ROXANA"
"VAZQUEZ ZAPIEN,GUSTAVO JESUS"
"VAZQUEZ ZUNIGA,YURIRIA"
"VAZQUEZ,CELIA GLORIA"
"VAZQUEZ,CLAUDIA MIREYA"
"VELAZQUEZ,HECTOR MANUEL"
"VEGA ACOSTA MONTALBAN,LOURDES ANGELICA"
"VEGA ACOSTA,J. ROGER"
"VEGA ALVARADO,LETICIA"
"VEGA ALVAREZ,MILTON"
"VEGA AMAYA,OSCAR"
"VEGA ARGOTE,MA. GLORIA"
"VEGA AVILA,ELISA"
"VEGA AZAMAR,RICARDO ENRIQUE"
"VEGA VERA,NADIA VIRIDIANA"
"VERGARA IBARRA,JOSE LUIS"
"VEGA BAEZA,MARIA RITA"
"VEGA BARBOSA,ALMA NOHEMI"
"VEGA BARRIOS,ALEJANDRA"
"VEGA BECERRA,OSCAR EDGARDO"
"VEGA BRIONES,GERMAN"
"VEGA BUDAR,MA. DEL ROCIO"
"VEGA CABRERA,JOSE"
"VEGA CABRERA,LUZ ADRIANA"
"VEGA CAMARENA,JOSE PABLO"
"VEGA CANO,ROSA"
"VEGA CANOVAS,GUSTAVO FLORENTINO"
"VEGA CANTU,YADIRA ITZEL"
"VEGA CASANOVA,OLGA MERCEDES"
"VEGA CAZAREZ,CLAUDIA AKEMI"
"VEGA CENDEJAS,MARIA EUGENIA"
"VEGA CORNEJO,GABRIEL"
"VEGA DE LILLE,MARISELA IX-CHEL"
"VEGA DELOYA,HECTOR FRANCISCO"
"VEGA DIAZ,SOFIA MAGDALENA"
"VEGA DURAN,JOSE TRINIDAD"
"VEGA FLICK,ALEJANDRO"
"VEGA FREGOSO,GEORGINA"
"VEGA GARCIA,CLAUDIA CECILIA"
"VEGA GARCIA,MISAEL ODIN"
